Sender: LSF System <lsfadmin@e1014>
Subject: Job 7894025: <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> in cluster <euler> Done

Job <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> was submitted from host <euler04> by user <dojan> in cluster <euler>.
Job was executed on host(s) <e1014>, in queue <normal.4h>, as user <dojan> in cluster <euler>.
</cluster/home/dojan> was used as the home directory.
</cluster/home/dojan/cil/cil_2015_nstd_git/project/src> was used as the working directory.
Started at Wed Jun 10 11:41:36 2015
Results reported on Wed Jun 10 13:32:49 2015

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :               8484.95 sec.
    Max Memory :             695 MB
    Average Memory :         590.01 MB
    Total Requested Memory : 1024.00 MB
    Delta Memory :           329.00 MB
    (Delta: the difference between Total Requested Memory and Max Memory.)
    Max Swap :               2 MB
    Max Processes :          3
    Max Threads :            9

The output (if any) follows:


                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013b (8.2.0.701) 64-bit (glnxa64)
                              August 13, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
CompBias: l1 = 27, l2 = 29, RMSE: 0.997193
CompBias: l1 = 27, l2 = 30, RMSE: 0.997279
CompBias: l1 = 27, l2 = 31, RMSE: 0.997366
CompBias: l1 = 27, l2 = 32, RMSE: 0.997455
CompBias: l1 = 27, l2 = 33, RMSE: 0.997546
CompBias: l1 = 27, l2 = 34, RMSE: 0.997638
CompBias: l1 = 27, l2 = 35, RMSE: 0.997732
CompBias: l1 = 27, l2 = 36, RMSE: 0.997826
CompBias: l1 = 27, l2 = 37, RMSE: 0.997922
CompBias: l1 = 27, l2 = 38, RMSE: 0.998018
CompBias: l1 = 27, l2 = 39, RMSE: 0.998115
CompBias: l1 = 27, l2 = 40, RMSE: 0.998213
CompBias: l1 = 27, l2 = 41, RMSE: 0.998312
CompBias: l1 = 27, l2 = 42, RMSE: 0.998411
CompBias: l1 = 27, l2 = 43, RMSE: 0.998511
CompBias: l1 = 27, l2 = 44, RMSE: 0.998611
CompBias: l1 = 27, l2 = 45, RMSE: 0.998711
CompBias: l1 = 27, l2 = 46, RMSE: 0.998812
CompBias: l1 = 27, l2 = 47, RMSE: 0.998913
CompBias: l1 = 27, l2 = 48, RMSE: 0.999014
CompBias: l1 = 27, l2 = 49, RMSE: 0.999115
CompBias: l1 = 27, l2 = 50, RMSE: 0.999217
CompBias: l1 = 27, l2 = 51, RMSE: 0.999318
CompBias: l1 = 27, l2 = 52, RMSE: 0.999419
CompBias: l1 = 27, l2 = 53, RMSE: 0.999521
CompBias: l1 = 27, l2 = 54, RMSE: 0.999622
CompBias: l1 = 27, l2 = 55, RMSE: 0.999723
CompBias: l1 = 27, l2 = 56, RMSE: 0.999824
CompBias: l1 = 27, l2 = 57, RMSE: 0.999925
CompBias: l1 = 27, l2 = 58, RMSE: 1.000026
CompBias: l1 = 27, l2 = 59, RMSE: 1.000127
CompBias: l1 = 27, l2 = 60, RMSE: 1.000227
CompBias: l1 = 27, l2 = 61, RMSE: 1.000327
CompBias: l1 = 27, l2 = 62, RMSE: 1.000427
CompBias: l1 = 27, l2 = 63, RMSE: 1.000527
CompBias: l1 = 27, l2 = 64, RMSE: 1.000626
CompBias: l1 = 27, l2 = 65, RMSE: 1.000725
CompBias: l1 = 27, l2 = 66, RMSE: 1.000824
CompBias: l1 = 27, l2 = 67, RMSE: 1.000923
CompBias: l1 = 27, l2 = 68, RMSE: 1.001021
CompBias: l1 = 27, l2 = 69, RMSE: 1.001119
CompBias: l1 = 27, l2 = 70, RMSE: 1.001216
CompBias: l1 = 27, l2 = 71, RMSE: 1.001313
CompBias: l1 = 27, l2 = 72, RMSE: 1.001410
CompBias: l1 = 27, l2 = 73, RMSE: 1.001506
CompBias: l1 = 27, l2 = 74, RMSE: 1.001602
CompBias: l1 = 27, l2 = 75, RMSE: 1.001698
CompBias: l1 = 27, l2 = 76, RMSE: 1.001793
CompBias: l1 = 27, l2 = 77, RMSE: 1.001888
CompBias: l1 = 27, l2 = 78, RMSE: 1.001982
CompBias: l1 = 27, l2 = 79, RMSE: 1.002076
CompBias: l1 = 27, l2 = 80, RMSE: 1.002169
CompBias: l1 = 27, l2 = 81, RMSE: 1.002262
CompBias: l1 = 27, l2 = 82, RMSE: 1.002355
CompBias: l1 = 27, l2 = 83, RMSE: 1.002447
CompBias: l1 = 27, l2 = 84, RMSE: 1.002539
CompBias: l1 = 27, l2 = 85, RMSE: 1.002631
CompBias: l1 = 27, l2 = 86, RMSE: 1.002721
CompBias: l1 = 27, l2 = 87, RMSE: 1.002812
CompBias: l1 = 27, l2 = 88, RMSE: 1.002902
CompBias: l1 = 27, l2 = 89, RMSE: 1.002992
CompBias: l1 = 27, l2 = 90, RMSE: 1.003081
CompBias: l1 = 27, l2 = 91, RMSE: 1.003170
CompBias: l1 = 27, l2 = 92, RMSE: 1.003258
CompBias: l1 = 27, l2 = 93, RMSE: 1.003346
CompBias: l1 = 27, l2 = 94, RMSE: 1.003433
CompBias: l1 = 27, l2 = 95, RMSE: 1.003520
CompBias: l1 = 27, l2 = 96, RMSE: 1.003607
CompBias: l1 = 27, l2 = 97, RMSE: 1.003693
CompBias: l1 = 27, l2 = 98, RMSE: 1.003779
CompBias: l1 = 27, l2 = 99, RMSE: 1.003864
CompBias: l1 = 28, l2 = 00, RMSE: 0.997788
CompBias: l1 = 28, l2 = 01, RMSE: 0.997481
CompBias: l1 = 28, l2 = 02, RMSE: 0.997231
CompBias: l1 = 28, l2 = 03, RMSE: 0.997027
CompBias: l1 = 28, l2 = 04, RMSE: 0.996860
CompBias: l1 = 28, l2 = 05, RMSE: 0.996723
CompBias: l1 = 28, l2 = 06, RMSE: 0.996613
CompBias: l1 = 28, l2 = 07, RMSE: 0.996525
CompBias: l1 = 28, l2 = 08, RMSE: 0.996457
CompBias: l1 = 28, l2 = 09, RMSE: 0.996407
CompBias: l1 = 28, l2 = 10, RMSE: 0.996372
CompBias: l1 = 28, l2 = 11, RMSE: 0.996350
CompBias: l1 = 28, l2 = 12, RMSE: 0.996341
CompBias: l1 = 28, l2 = 13, RMSE: 0.996342
CompBias: l1 = 28, l2 = 14, RMSE: 0.996354
CompBias: l1 = 28, l2 = 15, RMSE: 0.996374
CompBias: l1 = 28, l2 = 16, RMSE: 0.996402
CompBias: l1 = 28, l2 = 17, RMSE: 0.996437
CompBias: l1 = 28, l2 = 18, RMSE: 0.996478
CompBias: l1 = 28, l2 = 19, RMSE: 0.996525
CompBias: l1 = 28, l2 = 20, RMSE: 0.996578
CompBias: l1 = 28, l2 = 21, RMSE: 0.996636
CompBias: l1 = 28, l2 = 22, RMSE: 0.996698
CompBias: l1 = 28, l2 = 23, RMSE: 0.996764
CompBias: l1 = 28, l2 = 24, RMSE: 0.996833
CompBias: l1 = 28, l2 = 25, RMSE: 0.996906
CompBias: l1 = 28, l2 = 26, RMSE: 0.996982
CompBias: l1 = 28, l2 = 27, RMSE: 0.997061
CompBias: l1 = 28, l2 = 28, RMSE: 0.997142
CompBias: l1 = 28, l2 = 29, RMSE: 0.997226
CompBias: l1 = 28, l2 = 30, RMSE: 0.997311
CompBias: l1 = 28, l2 = 31, RMSE: 0.997399
CompBias: l1 = 28, l2 = 32, RMSE: 0.997488
CompBias: l1 = 28, l2 = 33, RMSE: 0.997579
CompBias: l1 = 28, l2 = 34, RMSE: 0.997671
CompBias: l1 = 28, l2 = 35, RMSE: 0.997764
CompBias: l1 = 28, l2 = 36, RMSE: 0.997859
CompBias: l1 = 28, l2 = 37, RMSE: 0.997954
CompBias: l1 = 28, l2 = 38, RMSE: 0.998051
CompBias: l1 = 28, l2 = 39, RMSE: 0.998148
CompBias: l1 = 28, l2 = 40, RMSE: 0.998246
CompBias: l1 = 28, l2 = 41, RMSE: 0.998345
CompBias: l1 = 28, l2 = 42, RMSE: 0.998444
CompBias: l1 = 28, l2 = 43, RMSE: 0.998543
CompBias: l1 = 28, l2 = 44, RMSE: 0.998644
CompBias: l1 = 28, l2 = 45, RMSE: 0.998744
CompBias: l1 = 28, l2 = 46, RMSE: 0.998845
CompBias: l1 = 28, l2 = 47, RMSE: 0.998945
CompBias: l1 = 28, l2 = 48, RMSE: 0.999047
CompBias: l1 = 28, l2 = 49, RMSE: 0.999148
CompBias: l1 = 28, l2 = 50, RMSE: 0.999249
CompBias: l1 = 28, l2 = 51, RMSE: 0.999351
CompBias: l1 = 28, l2 = 52, RMSE: 0.999452
CompBias: l1 = 28, l2 = 53, RMSE: 0.999553
CompBias: l1 = 28, l2 = 54, RMSE: 0.999655
CompBias: l1 = 28, l2 = 55, RMSE: 0.999756
CompBias: l1 = 28, l2 = 56, RMSE: 0.999857
CompBias: l1 = 28, l2 = 57, RMSE: 0.999958
CompBias: l1 = 28, l2 = 58, RMSE: 1.000059
CompBias: l1 = 28, l2 = 59, RMSE: 1.000159
CompBias: l1 = 28, l2 = 60, RMSE: 1.000260
CompBias: l1 = 28, l2 = 61, RMSE: 1.000360
CompBias: l1 = 28, l2 = 62, RMSE: 1.000460
CompBias: l1 = 28, l2 = 63, RMSE: 1.000560
CompBias: l1 = 28, l2 = 64, RMSE: 1.000659
CompBias: l1 = 28, l2 = 65, RMSE: 1.000758
CompBias: l1 = 28, l2 = 66, RMSE: 1.000857
CompBias: l1 = 28, l2 = 67, RMSE: 1.000955
CompBias: l1 = 28, l2 = 68, RMSE: 1.001053
CompBias: l1 = 28, l2 = 69, RMSE: 1.001151
CompBias: l1 = 28, l2 = 70, RMSE: 1.001249
CompBias: l1 = 28, l2 = 71, RMSE: 1.001346
CompBias: l1 = 28, l2 = 72, RMSE: 1.001442
CompBias: l1 = 28, l2 = 73, RMSE: 1.001539
CompBias: l1 = 28, l2 = 74, RMSE: 1.001635
CompBias: l1 = 28, l2 = 75, RMSE: 1.001730
CompBias: l1 = 28, l2 = 76, RMSE: 1.001825
CompBias: l1 = 28, l2 = 77, RMSE: 1.001920
CompBias: l1 = 28, l2 = 78, RMSE: 1.002014
CompBias: l1 = 28, l2 = 79, RMSE: 1.002108
CompBias: l1 = 28, l2 = 80, RMSE: 1.002202
CompBias: l1 = 28, l2 = 81, RMSE: 1.002295
CompBias: l1 = 28, l2 = 82, RMSE: 1.002388
CompBias: l1 = 28, l2 = 83, RMSE: 1.002480
CompBias: l1 = 28, l2 = 84, RMSE: 1.002572
CompBias: l1 = 28, l2 = 85, RMSE: 1.002663
CompBias: l1 = 28, l2 = 86, RMSE: 1.002754
CompBias: l1 = 28, l2 = 87, RMSE: 1.002845
CompBias: l1 = 28, l2 = 88, RMSE: 1.002935
CompBias: l1 = 28, l2 = 89, RMSE: 1.003024
CompBias: l1 = 28, l2 = 90, RMSE: 1.003113
CompBias: l1 = 28, l2 = 91, RMSE: 1.003202
CompBias: l1 = 28, l2 = 92, RMSE: 1.003291
CompBias: l1 = 28, l2 = 93, RMSE: 1.003378
CompBias: l1 = 28, l2 = 94, RMSE: 1.003466
CompBias: l1 = 28, l2 = 95, RMSE: 1.003553
CompBias: l1 = 28, l2 = 96, RMSE: 1.003639
CompBias: l1 = 28, l2 = 97, RMSE: 1.003725
CompBias: l1 = 28, l2 = 98, RMSE: 1.003811
CompBias: l1 = 28, l2 = 99, RMSE: 1.003896
CompBias: l1 = 29, l2 = 00, RMSE: 0.997821
CompBias: l1 = 29, l2 = 01, RMSE: 0.997514
CompBias: l1 = 29, l2 = 02, RMSE: 0.997264
CompBias: l1 = 29, l2 = 03, RMSE: 0.997060
CompBias: l1 = 29, l2 = 04, RMSE: 0.996893
CompBias: l1 = 29, l2 = 05, RMSE: 0.996756
CompBias: l1 = 29, l2 = 06, RMSE: 0.996646
CompBias: l1 = 29, l2 = 07, RMSE: 0.996558
CompBias: l1 = 29, l2 = 08, RMSE: 0.996490
CompBias: l1 = 29, l2 = 09, RMSE: 0.996440
CompBias: l1 = 29, l2 = 10, RMSE: 0.996404
CompBias: l1 = 29, l2 = 11, RMSE: 0.996383
CompBias: l1 = 29, l2 = 12, RMSE: 0.996374
CompBias: l1 = 29, l2 = 13, RMSE: 0.996375
CompBias: l1 = 29, l2 = 14, RMSE: 0.996386
CompBias: l1 = 29, l2 = 15, RMSE: 0.996406
CompBias: l1 = 29, l2 = 16, RMSE: 0.996434
CompBias: l1 = 29, l2 = 17, RMSE: 0.996469
CompBias: l1 = 29, l2 = 18, RMSE: 0.996511
CompBias: l1 = 29, l2 = 19, RMSE: 0.996558
CompBias: l1 = 29, l2 = 20, RMSE: 0.996611
CompBias: l1 = 29, l2 = 21, RMSE: 0.996669
CompBias: l1 = 29, l2 = 22, RMSE: 0.996731
CompBias: l1 = 29, l2 = 23, RMSE: 0.996797
CompBias: l1 = 29, l2 = 24, RMSE: 0.996866
CompBias: l1 = 29, l2 = 25, RMSE: 0.996939
CompBias: l1 = 29, l2 = 26, RMSE: 0.997015
CompBias: l1 = 29, l2 = 27, RMSE: 0.997094
CompBias: l1 = 29, l2 = 28, RMSE: 0.997175
CompBias: l1 = 29, l2 = 29, RMSE: 0.997259
CompBias: l1 = 29, l2 = 30, RMSE: 0.997344
CompBias: l1 = 29, l2 = 31, RMSE: 0.997432
CompBias: l1 = 29, l2 = 32, RMSE: 0.997521
CompBias: l1 = 29, l2 = 33, RMSE: 0.997612
CompBias: l1 = 29, l2 = 34, RMSE: 0.997704
CompBias: l1 = 29, l2 = 35, RMSE: 0.997797
CompBias: l1 = 29, l2 = 36, RMSE: 0.997892
CompBias: l1 = 29, l2 = 37, RMSE: 0.997987
CompBias: l1 = 29, l2 = 38, RMSE: 0.998084
CompBias: l1 = 29, l2 = 39, RMSE: 0.998181
CompBias: l1 = 29, l2 = 40, RMSE: 0.998279
CompBias: l1 = 29, l2 = 41, RMSE: 0.998378
CompBias: l1 = 29, l2 = 42, RMSE: 0.998477
CompBias: l1 = 29, l2 = 43, RMSE: 0.998576
CompBias: l1 = 29, l2 = 44, RMSE: 0.998676
CompBias: l1 = 29, l2 = 45, RMSE: 0.998777
CompBias: l1 = 29, l2 = 46, RMSE: 0.998877
CompBias: l1 = 29, l2 = 47, RMSE: 0.998978
CompBias: l1 = 29, l2 = 48, RMSE: 0.999080
CompBias: l1 = 29, l2 = 49, RMSE: 0.999181
CompBias: l1 = 29, l2 = 50, RMSE: 0.999282
CompBias: l1 = 29, l2 = 51, RMSE: 0.999383
CompBias: l1 = 29, l2 = 52, RMSE: 0.999485
CompBias: l1 = 29, l2 = 53, RMSE: 0.999586
CompBias: l1 = 29, l2 = 54, RMSE: 0.999688
CompBias: l1 = 29, l2 = 55, RMSE: 0.999789
CompBias: l1 = 29, l2 = 56, RMSE: 0.999890
CompBias: l1 = 29, l2 = 57, RMSE: 0.999991
CompBias: l1 = 29, l2 = 58, RMSE: 1.000092
CompBias: l1 = 29, l2 = 59, RMSE: 1.000192
CompBias: l1 = 29, l2 = 60, RMSE: 1.000293
CompBias: l1 = 29, l2 = 61, RMSE: 1.000393
CompBias: l1 = 29, l2 = 62, RMSE: 1.000493
CompBias: l1 = 29, l2 = 63, RMSE: 1.000592
CompBias: l1 = 29, l2 = 64, RMSE: 1.000692
CompBias: l1 = 29, l2 = 65, RMSE: 1.000791
CompBias: l1 = 29, l2 = 66, RMSE: 1.000890
CompBias: l1 = 29, l2 = 67, RMSE: 1.000988
CompBias: l1 = 29, l2 = 68, RMSE: 1.001086
CompBias: l1 = 29, l2 = 69, RMSE: 1.001184
CompBias: l1 = 29, l2 = 70, RMSE: 1.001281
CompBias: l1 = 29, l2 = 71, RMSE: 1.001379
CompBias: l1 = 29, l2 = 72, RMSE: 1.001475
CompBias: l1 = 29, l2 = 73, RMSE: 1.001572
CompBias: l1 = 29, l2 = 74, RMSE: 1.001668
CompBias: l1 = 29, l2 = 75, RMSE: 1.001763
CompBias: l1 = 29, l2 = 76, RMSE: 1.001858
CompBias: l1 = 29, l2 = 77, RMSE: 1.001953
CompBias: l1 = 29, l2 = 78, RMSE: 1.002047
CompBias: l1 = 29, l2 = 79, RMSE: 1.002141
CompBias: l1 = 29, l2 = 80, RMSE: 1.002235
CompBias: l1 = 29, l2 = 81, RMSE: 1.002328
CompBias: l1 = 29, l2 = 82, RMSE: 1.002421
CompBias: l1 = 29, l2 = 83, RMSE: 1.002513
CompBias: l1 = 29, l2 = 84, RMSE: 1.002605
CompBias: l1 = 29, l2 = 85, RMSE: 1.002696
CompBias: l1 = 29, l2 = 86, RMSE: 1.002787
CompBias: l1 = 29, l2 = 87, RMSE: 1.002877
CompBias: l1 = 29, l2 = 88, RMSE: 1.002967
CompBias: l1 = 29, l2 = 89, RMSE: 1.003057
CompBias: l1 = 29, l2 = 90, RMSE: 1.003146
CompBias: l1 = 29, l2 = 91, RMSE: 1.003235
CompBias: l1 = 29, l2 = 92, RMSE: 1.003323
CompBias: l1 = 29, l2 = 93, RMSE: 1.003411
CompBias: l1 = 29, l2 = 94, RMSE: 1.003499
CompBias: l1 = 29, l2 = 95, RMSE: 1.003586
CompBias: l1 = 29, l2 = 96, RMSE: 1.003672
CompBias: l1 = 29, l2 = 97, RMSE: 1.003758
CompBias: l1 = 29, l2 = 98, RMSE: 1.003844
CompBias: l1 = 29, l2 = 99, RMSE: 1.003929
CompBias: l1 = 30, l2 = 00, RMSE: 0.997854
CompBias: l1 = 30, l2 = 01, RMSE: 0.997547
CompBias: l1 = 30, l2 = 02, RMSE: 0.997297
CompBias: l1 = 30, l2 = 03, RMSE: 0.997093
CompBias: l1 = 30, l2 = 04, RMSE: 0.996926
CompBias: l1 = 30, l2 = 05, RMSE: 0.996789
CompBias: l1 = 30, l2 = 06, RMSE: 0.996679
CompBias: l1 = 30, l2 = 07, RMSE: 0.996591
CompBias: l1 = 30, l2 = 08, RMSE: 0.996523
CompBias: l1 = 30, l2 = 09, RMSE: 0.996473
CompBias: l1 = 30, l2 = 10, RMSE: 0.996437
CompBias: l1 = 30, l2 = 11, RMSE: 0.996416
CompBias: l1 = 30, l2 = 12, RMSE: 0.996407
CompBias: l1 = 30, l2 = 13, RMSE: 0.996408
CompBias: l1 = 30, l2 = 14, RMSE: 0.996420
CompBias: l1 = 30, l2 = 15, RMSE: 0.996440
CompBias: l1 = 30, l2 = 16, RMSE: 0.996467
CompBias: l1 = 30, l2 = 17, RMSE: 0.996502
CompBias: l1 = 30, l2 = 18, RMSE: 0.996544
CompBias: l1 = 30, l2 = 19, RMSE: 0.996591
CompBias: l1 = 30, l2 = 20, RMSE: 0.996644
CompBias: l1 = 30, l2 = 21, RMSE: 0.996702
CompBias: l1 = 30, l2 = 22, RMSE: 0.996764
CompBias: l1 = 30, l2 = 23, RMSE: 0.996830
CompBias: l1 = 30, l2 = 24, RMSE: 0.996899
CompBias: l1 = 30, l2 = 25, RMSE: 0.996972
CompBias: l1 = 30, l2 = 26, RMSE: 0.997048
CompBias: l1 = 30, l2 = 27, RMSE: 0.997127
CompBias: l1 = 30, l2 = 28, RMSE: 0.997208
CompBias: l1 = 30, l2 = 29, RMSE: 0.997292
CompBias: l1 = 30, l2 = 30, RMSE: 0.997377
CompBias: l1 = 30, l2 = 31, RMSE: 0.997465
CompBias: l1 = 30, l2 = 32, RMSE: 0.997554
CompBias: l1 = 30, l2 = 33, RMSE: 0.997645
CompBias: l1 = 30, l2 = 34, RMSE: 0.997737
CompBias: l1 = 30, l2 = 35, RMSE: 0.997830
CompBias: l1 = 30, l2 = 36, RMSE: 0.997925
CompBias: l1 = 30, l2 = 37, RMSE: 0.998020
CompBias: l1 = 30, l2 = 38, RMSE: 0.998117
CompBias: l1 = 30, l2 = 39, RMSE: 0.998214
CompBias: l1 = 30, l2 = 40, RMSE: 0.998312
CompBias: l1 = 30, l2 = 41, RMSE: 0.998411
CompBias: l1 = 30, l2 = 42, RMSE: 0.998510
CompBias: l1 = 30, l2 = 43, RMSE: 0.998610
CompBias: l1 = 30, l2 = 44, RMSE: 0.998710
CompBias: l1 = 30, l2 = 45, RMSE: 0.998810
CompBias: l1 = 30, l2 = 46, RMSE: 0.998911
CompBias: l1 = 30, l2 = 47, RMSE: 0.999012
CompBias: l1 = 30, l2 = 48, RMSE: 0.999113
CompBias: l1 = 30, l2 = 49, RMSE: 0.999214
CompBias: l1 = 30, l2 = 50, RMSE: 0.999315
CompBias: l1 = 30, l2 = 51, RMSE: 0.999417
CompBias: l1 = 30, l2 = 52, RMSE: 0.999518
CompBias: l1 = 30, l2 = 53, RMSE: 0.999619
CompBias: l1 = 30, l2 = 54, RMSE: 0.999721
CompBias: l1 = 30, l2 = 55, RMSE: 0.999822
CompBias: l1 = 30, l2 = 56, RMSE: 0.999923
CompBias: l1 = 30, l2 = 57, RMSE: 1.000024
CompBias: l1 = 30, l2 = 58, RMSE: 1.000125
CompBias: l1 = 30, l2 = 59, RMSE: 1.000225
CompBias: l1 = 30, l2 = 60, RMSE: 1.000326
CompBias: l1 = 30, l2 = 61, RMSE: 1.000426
CompBias: l1 = 30, l2 = 62, RMSE: 1.000526
CompBias: l1 = 30, l2 = 63, RMSE: 1.000626
CompBias: l1 = 30, l2 = 64, RMSE: 1.000725
CompBias: l1 = 30, l2 = 65, RMSE: 1.000824
CompBias: l1 = 30, l2 = 66, RMSE: 1.000923
CompBias: l1 = 30, l2 = 67, RMSE: 1.001021
CompBias: l1 = 30, l2 = 68, RMSE: 1.001119
CompBias: l1 = 30, l2 = 69, RMSE: 1.001217
CompBias: l1 = 30, l2 = 70, RMSE: 1.001315
CompBias: l1 = 30, l2 = 71, RMSE: 1.001412
CompBias: l1 = 30, l2 = 72, RMSE: 1.001508
CompBias: l1 = 30, l2 = 73, RMSE: 1.001605
CompBias: l1 = 30, l2 = 74, RMSE: 1.001701
CompBias: l1 = 30, l2 = 75, RMSE: 1.001796
CompBias: l1 = 30, l2 = 76, RMSE: 1.001891
CompBias: l1 = 30, l2 = 77, RMSE: 1.001986
CompBias: l1 = 30, l2 = 78, RMSE: 1.002080
CompBias: l1 = 30, l2 = 79, RMSE: 1.002174
CompBias: l1 = 30, l2 = 80, RMSE: 1.002268
CompBias: l1 = 30, l2 = 81, RMSE: 1.002361
CompBias: l1 = 30, l2 = 82, RMSE: 1.002454
CompBias: l1 = 30, l2 = 83, RMSE: 1.002546
CompBias: l1 = 30, l2 = 84, RMSE: 1.002638
CompBias: l1 = 30, l2 = 85, RMSE: 1.002729
CompBias: l1 = 30, l2 = 86, RMSE: 1.002820
CompBias: l1 = 30, l2 = 87, RMSE: 1.002910
CompBias: l1 = 30, l2 = 88, RMSE: 1.003001
CompBias: l1 = 30, l2 = 89, RMSE: 1.003090
CompBias: l1 = 30, l2 = 90, RMSE: 1.003179
CompBias: l1 = 30, l2 = 91, RMSE: 1.003268
CompBias: l1 = 30, l2 = 92, RMSE: 1.003356
CompBias: l1 = 30, l2 = 93, RMSE: 1.003444
CompBias: l1 = 30, l2 = 94, RMSE: 1.003532
CompBias: l1 = 30, l2 = 95, RMSE: 1.003619
CompBias: l1 = 30, l2 = 96, RMSE: 1.003705
CompBias: l1 = 30, l2 = 97, RMSE: 1.003791
CompBias: l1 = 30, l2 = 98, RMSE: 1.003877
CompBias: l1 = 30, l2 = 99, RMSE: 1.003962
CompBias: l1 = 31, l2 = 00, RMSE: 0.997888
CompBias: l1 = 31, l2 = 01, RMSE: 0.997580
CompBias: l1 = 31, l2 = 02, RMSE: 0.997331
CompBias: l1 = 31, l2 = 03, RMSE: 0.997127
CompBias: l1 = 31, l2 = 04, RMSE: 0.996959
CompBias: l1 = 31, l2 = 05, RMSE: 0.996823
CompBias: l1 = 31, l2 = 06, RMSE: 0.996712
CompBias: l1 = 31, l2 = 07, RMSE: 0.996625
CompBias: l1 = 31, l2 = 08, RMSE: 0.996557
CompBias: l1 = 31, l2 = 09, RMSE: 0.996506
CompBias: l1 = 31, l2 = 10, RMSE: 0.996471
CompBias: l1 = 31, l2 = 11, RMSE: 0.996449
CompBias: l1 = 31, l2 = 12, RMSE: 0.996440
CompBias: l1 = 31, l2 = 13, RMSE: 0.996442
CompBias: l1 = 31, l2 = 14, RMSE: 0.996453
CompBias: l1 = 31, l2 = 15, RMSE: 0.996473
CompBias: l1 = 31, l2 = 16, RMSE: 0.996501
CompBias: l1 = 31, l2 = 17, RMSE: 0.996536
CompBias: l1 = 31, l2 = 18, RMSE: 0.996577
CompBias: l1 = 31, l2 = 19, RMSE: 0.996625
CompBias: l1 = 31, l2 = 20, RMSE: 0.996677
CompBias: l1 = 31, l2 = 21, RMSE: 0.996735
CompBias: l1 = 31, l2 = 22, RMSE: 0.996797
CompBias: l1 = 31, l2 = 23, RMSE: 0.996863
CompBias: l1 = 31, l2 = 24, RMSE: 0.996933
CompBias: l1 = 31, l2 = 25, RMSE: 0.997006
CompBias: l1 = 31, l2 = 26, RMSE: 0.997082
CompBias: l1 = 31, l2 = 27, RMSE: 0.997160
CompBias: l1 = 31, l2 = 28, RMSE: 0.997242
CompBias: l1 = 31, l2 = 29, RMSE: 0.997325
CompBias: l1 = 31, l2 = 30, RMSE: 0.997411
CompBias: l1 = 31, l2 = 31, RMSE: 0.997498
CompBias: l1 = 31, l2 = 32, RMSE: 0.997587
CompBias: l1 = 31, l2 = 33, RMSE: 0.997678
CompBias: l1 = 31, l2 = 34, RMSE: 0.997770
CompBias: l1 = 31, l2 = 35, RMSE: 0.997864
CompBias: l1 = 31, l2 = 36, RMSE: 0.997958
CompBias: l1 = 31, l2 = 37, RMSE: 0.998054
CompBias: l1 = 31, l2 = 38, RMSE: 0.998150
CompBias: l1 = 31, l2 = 39, RMSE: 0.998248
CompBias: l1 = 31, l2 = 40, RMSE: 0.998346
CompBias: l1 = 31, l2 = 41, RMSE: 0.998444
CompBias: l1 = 31, l2 = 42, RMSE: 0.998543
CompBias: l1 = 31, l2 = 43, RMSE: 0.998643
CompBias: l1 = 31, l2 = 44, RMSE: 0.998743
CompBias: l1 = 31, l2 = 45, RMSE: 0.998843
CompBias: l1 = 31, l2 = 46, RMSE: 0.998944
CompBias: l1 = 31, l2 = 47, RMSE: 0.999045
CompBias: l1 = 31, l2 = 48, RMSE: 0.999146
CompBias: l1 = 31, l2 = 49, RMSE: 0.999247
CompBias: l1 = 31, l2 = 50, RMSE: 0.999349
CompBias: l1 = 31, l2 = 51, RMSE: 0.999450
CompBias: l1 = 31, l2 = 52, RMSE: 0.999551
CompBias: l1 = 31, l2 = 53, RMSE: 0.999653
CompBias: l1 = 31, l2 = 54, RMSE: 0.999754
CompBias: l1 = 31, l2 = 55, RMSE: 0.999855
CompBias: l1 = 31, l2 = 56, RMSE: 0.999956
CompBias: l1 = 31, l2 = 57, RMSE: 1.000057
CompBias: l1 = 31, l2 = 58, RMSE: 1.000158
CompBias: l1 = 31, l2 = 59, RMSE: 1.000259
CompBias: l1 = 31, l2 = 60, RMSE: 1.000359
CompBias: l1 = 31, l2 = 61, RMSE: 1.000459
CompBias: l1 = 31, l2 = 62, RMSE: 1.000559
CompBias: l1 = 31, l2 = 63, RMSE: 1.000659
CompBias: l1 = 31, l2 = 64, RMSE: 1.000758
CompBias: l1 = 31, l2 = 65, RMSE: 1.000857
CompBias: l1 = 31, l2 = 66, RMSE: 1.000956
CompBias: l1 = 31, l2 = 67, RMSE: 1.001055
CompBias: l1 = 31, l2 = 68, RMSE: 1.001153
CompBias: l1 = 31, l2 = 69, RMSE: 1.001251
CompBias: l1 = 31, l2 = 70, RMSE: 1.001348
CompBias: l1 = 31, l2 = 71, RMSE: 1.001445
CompBias: l1 = 31, l2 = 72, RMSE: 1.001542
