Sender: LSF System <lsfadmin@e1014>
Subject: Job 7894025: <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> in cluster <euler> Done

Job <matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation> was submitted from host <euler04> by user <dojan> in cluster <euler>.
Job was executed on host(s) <e1014>, in queue <normal.4h>, as user <dojan> in cluster <euler>.
</cluster/home/dojan> was used as the home directory.
</cluster/home/dojan/cil/cil_2015_nstd_git/project/src> was used as the working directory.
Started at Wed Jun 10 11:41:36 2015
Results reported on Wed Jun 10 13:32:49 2015

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
matlab -nodisplay -nojvm -singleCompThread -r CollabFilteringEvaluation
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :               8484.95 sec.
    Max Memory :             695 MB
    Average Memory :         590.01 MB
    Total Requested Memory : 1024.00 MB
    Delta Memory :           329.00 MB
    (Delta: the difference between Total Requested Memory and Max Memory.)
    Max Swap :               2 MB
    Max Processes :          3
    Max Threads :            9

The output (if any) follows:


                            < M A T L A B (R) >
                  Copyright 1984-2013 The MathWorks, Inc.
                    R2013b (8.2.0.701) 64-bit (glnxa64)
                              August 13, 2013

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 
CompBias: l1 = 77, l2 = 32, RMSE: 0.999237
CompBias: l1 = 77, l2 = 33, RMSE: 0.999328
CompBias: l1 = 77, l2 = 34, RMSE: 0.999420
CompBias: l1 = 77, l2 = 35, RMSE: 0.999514
CompBias: l1 = 77, l2 = 36, RMSE: 0.999609
CompBias: l1 = 77, l2 = 37, RMSE: 0.999704
CompBias: l1 = 77, l2 = 38, RMSE: 0.999801
CompBias: l1 = 77, l2 = 39, RMSE: 0.999898
CompBias: l1 = 77, l2 = 40, RMSE: 0.999996
CompBias: l1 = 77, l2 = 41, RMSE: 1.000095
CompBias: l1 = 77, l2 = 42, RMSE: 1.000194
CompBias: l1 = 77, l2 = 43, RMSE: 1.000294
CompBias: l1 = 77, l2 = 44, RMSE: 1.000394
CompBias: l1 = 77, l2 = 45, RMSE: 1.000494
CompBias: l1 = 77, l2 = 46, RMSE: 1.000595
CompBias: l1 = 77, l2 = 47, RMSE: 1.000696
CompBias: l1 = 77, l2 = 48, RMSE: 1.000797
CompBias: l1 = 77, l2 = 49, RMSE: 1.000898
CompBias: l1 = 77, l2 = 50, RMSE: 1.001000
CompBias: l1 = 77, l2 = 51, RMSE: 1.001101
CompBias: l1 = 77, l2 = 52, RMSE: 1.001203
CompBias: l1 = 77, l2 = 53, RMSE: 1.001304
CompBias: l1 = 77, l2 = 54, RMSE: 1.001405
CompBias: l1 = 77, l2 = 55, RMSE: 1.001506
CompBias: l1 = 77, l2 = 56, RMSE: 1.001608
CompBias: l1 = 77, l2 = 57, RMSE: 1.001709
CompBias: l1 = 77, l2 = 58, RMSE: 1.001809
CompBias: l1 = 77, l2 = 59, RMSE: 1.001910
CompBias: l1 = 77, l2 = 60, RMSE: 1.002010
CompBias: l1 = 77, l2 = 61, RMSE: 1.002110
CompBias: l1 = 77, l2 = 62, RMSE: 1.002210
CompBias: l1 = 77, l2 = 63, RMSE: 1.002310
CompBias: l1 = 77, l2 = 64, RMSE: 1.002409
CompBias: l1 = 77, l2 = 65, RMSE: 1.002508
CompBias: l1 = 77, l2 = 66, RMSE: 1.002607
CompBias: l1 = 77, l2 = 67, RMSE: 1.002706
CompBias: l1 = 77, l2 = 68, RMSE: 1.002804
CompBias: l1 = 77, l2 = 69, RMSE: 1.002902
CompBias: l1 = 77, l2 = 70, RMSE: 1.002999
CompBias: l1 = 77, l2 = 71, RMSE: 1.003096
CompBias: l1 = 77, l2 = 72, RMSE: 1.003193
CompBias: l1 = 77, l2 = 73, RMSE: 1.003289
CompBias: l1 = 77, l2 = 74, RMSE: 1.003385
CompBias: l1 = 77, l2 = 75, RMSE: 1.003480
CompBias: l1 = 77, l2 = 76, RMSE: 1.003575
CompBias: l1 = 77, l2 = 77, RMSE: 1.003670
CompBias: l1 = 77, l2 = 78, RMSE: 1.003764
CompBias: l1 = 77, l2 = 79, RMSE: 1.003858
CompBias: l1 = 77, l2 = 80, RMSE: 1.003952
CompBias: l1 = 77, l2 = 81, RMSE: 1.004045
CompBias: l1 = 77, l2 = 82, RMSE: 1.004137
CompBias: l1 = 77, l2 = 83, RMSE: 1.004230
CompBias: l1 = 77, l2 = 84, RMSE: 1.004321
CompBias: l1 = 77, l2 = 85, RMSE: 1.004413
CompBias: l1 = 77, l2 = 86, RMSE: 1.004503
CompBias: l1 = 77, l2 = 87, RMSE: 1.004594
CompBias: l1 = 77, l2 = 88, RMSE: 1.004684
CompBias: l1 = 77, l2 = 89, RMSE: 1.004773
CompBias: l1 = 77, l2 = 90, RMSE: 1.004862
CompBias: l1 = 77, l2 = 91, RMSE: 1.004951
CompBias: l1 = 77, l2 = 92, RMSE: 1.005039
CompBias: l1 = 77, l2 = 93, RMSE: 1.005127
CompBias: l1 = 77, l2 = 94, RMSE: 1.005214
CompBias: l1 = 77, l2 = 95, RMSE: 1.005301
CompBias: l1 = 77, l2 = 96, RMSE: 1.005388
CompBias: l1 = 77, l2 = 97, RMSE: 1.005474
CompBias: l1 = 77, l2 = 98, RMSE: 1.005559
CompBias: l1 = 77, l2 = 99, RMSE: 1.005644
CompBias: l1 = 78, l2 = 00, RMSE: 0.999580
CompBias: l1 = 78, l2 = 01, RMSE: 0.999271
CompBias: l1 = 78, l2 = 02, RMSE: 0.999020
CompBias: l1 = 78, l2 = 03, RMSE: 0.998815
CompBias: l1 = 78, l2 = 04, RMSE: 0.998647
CompBias: l1 = 78, l2 = 05, RMSE: 0.998510
CompBias: l1 = 78, l2 = 06, RMSE: 0.998399
CompBias: l1 = 78, l2 = 07, RMSE: 0.998310
CompBias: l1 = 78, l2 = 08, RMSE: 0.998242
CompBias: l1 = 78, l2 = 09, RMSE: 0.998191
CompBias: l1 = 78, l2 = 10, RMSE: 0.998156
CompBias: l1 = 78, l2 = 11, RMSE: 0.998134
CompBias: l1 = 78, l2 = 12, RMSE: 0.998125
CompBias: l1 = 78, l2 = 13, RMSE: 0.998126
CompBias: l1 = 78, l2 = 14, RMSE: 0.998138
CompBias: l1 = 78, l2 = 15, RMSE: 0.998157
CompBias: l1 = 78, l2 = 16, RMSE: 0.998185
CompBias: l1 = 78, l2 = 17, RMSE: 0.998220
CompBias: l1 = 78, l2 = 18, RMSE: 0.998262
CompBias: l1 = 78, l2 = 19, RMSE: 0.998309
CompBias: l1 = 78, l2 = 20, RMSE: 0.998362
CompBias: l1 = 78, l2 = 21, RMSE: 0.998420
CompBias: l1 = 78, l2 = 22, RMSE: 0.998482
CompBias: l1 = 78, l2 = 23, RMSE: 0.998548
CompBias: l1 = 78, l2 = 24, RMSE: 0.998618
CompBias: l1 = 78, l2 = 25, RMSE: 0.998691
CompBias: l1 = 78, l2 = 26, RMSE: 0.998767
CompBias: l1 = 78, l2 = 27, RMSE: 0.998846
CompBias: l1 = 78, l2 = 28, RMSE: 0.998928
CompBias: l1 = 78, l2 = 29, RMSE: 0.999011
CompBias: l1 = 78, l2 = 30, RMSE: 0.999097
CompBias: l1 = 78, l2 = 31, RMSE: 0.999185
CompBias: l1 = 78, l2 = 32, RMSE: 0.999274
CompBias: l1 = 78, l2 = 33, RMSE: 0.999365
CompBias: l1 = 78, l2 = 34, RMSE: 0.999457
CompBias: l1 = 78, l2 = 35, RMSE: 0.999551
CompBias: l1 = 78, l2 = 36, RMSE: 0.999645
CompBias: l1 = 78, l2 = 37, RMSE: 0.999741
CompBias: l1 = 78, l2 = 38, RMSE: 0.999837
CompBias: l1 = 78, l2 = 39, RMSE: 0.999935
CompBias: l1 = 78, l2 = 40, RMSE: 1.000033
CompBias: l1 = 78, l2 = 41, RMSE: 1.000131
CompBias: l1 = 78, l2 = 42, RMSE: 1.000231
CompBias: l1 = 78, l2 = 43, RMSE: 1.000330
CompBias: l1 = 78, l2 = 44, RMSE: 1.000431
CompBias: l1 = 78, l2 = 45, RMSE: 1.000531
CompBias: l1 = 78, l2 = 46, RMSE: 1.000632
CompBias: l1 = 78, l2 = 47, RMSE: 1.000733
CompBias: l1 = 78, l2 = 48, RMSE: 1.000834
CompBias: l1 = 78, l2 = 49, RMSE: 1.000935
CompBias: l1 = 78, l2 = 50, RMSE: 1.001036
CompBias: l1 = 78, l2 = 51, RMSE: 1.001138
CompBias: l1 = 78, l2 = 52, RMSE: 1.001239
CompBias: l1 = 78, l2 = 53, RMSE: 1.001341
CompBias: l1 = 78, l2 = 54, RMSE: 1.001442
CompBias: l1 = 78, l2 = 55, RMSE: 1.001543
CompBias: l1 = 78, l2 = 56, RMSE: 1.001644
CompBias: l1 = 78, l2 = 57, RMSE: 1.001745
CompBias: l1 = 78, l2 = 58, RMSE: 1.001846
CompBias: l1 = 78, l2 = 59, RMSE: 1.001947
CompBias: l1 = 78, l2 = 60, RMSE: 1.002047
CompBias: l1 = 78, l2 = 61, RMSE: 1.002147
CompBias: l1 = 78, l2 = 62, RMSE: 1.002247
CompBias: l1 = 78, l2 = 63, RMSE: 1.002347
CompBias: l1 = 78, l2 = 64, RMSE: 1.002446
CompBias: l1 = 78, l2 = 65, RMSE: 1.002545
CompBias: l1 = 78, l2 = 66, RMSE: 1.002644
CompBias: l1 = 78, l2 = 67, RMSE: 1.002742
CompBias: l1 = 78, l2 = 68, RMSE: 1.002841
CompBias: l1 = 78, l2 = 69, RMSE: 1.002938
CompBias: l1 = 78, l2 = 70, RMSE: 1.003036
CompBias: l1 = 78, l2 = 71, RMSE: 1.003133
CompBias: l1 = 78, l2 = 72, RMSE: 1.003229
CompBias: l1 = 78, l2 = 73, RMSE: 1.003326
CompBias: l1 = 78, l2 = 74, RMSE: 1.003422
CompBias: l1 = 78, l2 = 75, RMSE: 1.003517
CompBias: l1 = 78, l2 = 76, RMSE: 1.003612
CompBias: l1 = 78, l2 = 77, RMSE: 1.003707
CompBias: l1 = 78, l2 = 78, RMSE: 1.003801
CompBias: l1 = 78, l2 = 79, RMSE: 1.003895
CompBias: l1 = 78, l2 = 80, RMSE: 1.003989
CompBias: l1 = 78, l2 = 81, RMSE: 1.004082
CompBias: l1 = 78, l2 = 82, RMSE: 1.004174
CompBias: l1 = 78, l2 = 83, RMSE: 1.004266
CompBias: l1 = 78, l2 = 84, RMSE: 1.004358
CompBias: l1 = 78, l2 = 85, RMSE: 1.004449
CompBias: l1 = 78, l2 = 86, RMSE: 1.004540
CompBias: l1 = 78, l2 = 87, RMSE: 1.004631
CompBias: l1 = 78, l2 = 88, RMSE: 1.004721
CompBias: l1 = 78, l2 = 89, RMSE: 1.004810
CompBias: l1 = 78, l2 = 90, RMSE: 1.004899
CompBias: l1 = 78, l2 = 91, RMSE: 1.004988
CompBias: l1 = 78, l2 = 92, RMSE: 1.005076
CompBias: l1 = 78, l2 = 93, RMSE: 1.005164
CompBias: l1 = 78, l2 = 94, RMSE: 1.005251
CompBias: l1 = 78, l2 = 95, RMSE: 1.005338
CompBias: l1 = 78, l2 = 96, RMSE: 1.005424
CompBias: l1 = 78, l2 = 97, RMSE: 1.005510
CompBias: l1 = 78, l2 = 98, RMSE: 1.005596
CompBias: l1 = 78, l2 = 99, RMSE: 1.005681
CompBias: l1 = 79, l2 = 00, RMSE: 0.999616
CompBias: l1 = 79, l2 = 01, RMSE: 0.999308
CompBias: l1 = 79, l2 = 02, RMSE: 0.999057
CompBias: l1 = 79, l2 = 03, RMSE: 0.998852
CompBias: l1 = 79, l2 = 04, RMSE: 0.998684
CompBias: l1 = 79, l2 = 05, RMSE: 0.998546
CompBias: l1 = 79, l2 = 06, RMSE: 0.998435
CompBias: l1 = 79, l2 = 07, RMSE: 0.998347
CompBias: l1 = 79, l2 = 08, RMSE: 0.998279
CompBias: l1 = 79, l2 = 09, RMSE: 0.998228
CompBias: l1 = 79, l2 = 10, RMSE: 0.998193
CompBias: l1 = 79, l2 = 11, RMSE: 0.998171
CompBias: l1 = 79, l2 = 12, RMSE: 0.998162
CompBias: l1 = 79, l2 = 13, RMSE: 0.998163
CompBias: l1 = 79, l2 = 14, RMSE: 0.998174
CompBias: l1 = 79, l2 = 15, RMSE: 0.998194
CompBias: l1 = 79, l2 = 16, RMSE: 0.998222
CompBias: l1 = 79, l2 = 17, RMSE: 0.998257
CompBias: l1 = 79, l2 = 18, RMSE: 0.998299
CompBias: l1 = 79, l2 = 19, RMSE: 0.998346
CompBias: l1 = 79, l2 = 20, RMSE: 0.998399
CompBias: l1 = 79, l2 = 21, RMSE: 0.998457
CompBias: l1 = 79, l2 = 22, RMSE: 0.998519
CompBias: l1 = 79, l2 = 23, RMSE: 0.998585
CompBias: l1 = 79, l2 = 24, RMSE: 0.998655
CompBias: l1 = 79, l2 = 25, RMSE: 0.998728
CompBias: l1 = 79, l2 = 26, RMSE: 0.998804
CompBias: l1 = 79, l2 = 27, RMSE: 0.998883
CompBias: l1 = 79, l2 = 28, RMSE: 0.998964
CompBias: l1 = 79, l2 = 29, RMSE: 0.999048
CompBias: l1 = 79, l2 = 30, RMSE: 0.999134
CompBias: l1 = 79, l2 = 31, RMSE: 0.999221
CompBias: l1 = 79, l2 = 32, RMSE: 0.999311
CompBias: l1 = 79, l2 = 33, RMSE: 0.999402
CompBias: l1 = 79, l2 = 34, RMSE: 0.999494
CompBias: l1 = 79, l2 = 35, RMSE: 0.999587
CompBias: l1 = 79, l2 = 36, RMSE: 0.999682
CompBias: l1 = 79, l2 = 37, RMSE: 0.999778
CompBias: l1 = 79, l2 = 38, RMSE: 0.999874
CompBias: l1 = 79, l2 = 39, RMSE: 0.999971
CompBias: l1 = 79, l2 = 40, RMSE: 1.000070
CompBias: l1 = 79, l2 = 41, RMSE: 1.000168
CompBias: l1 = 79, l2 = 42, RMSE: 1.000267
CompBias: l1 = 79, l2 = 43, RMSE: 1.000367
CompBias: l1 = 79, l2 = 44, RMSE: 1.000467
CompBias: l1 = 79, l2 = 45, RMSE: 1.000568
CompBias: l1 = 79, l2 = 46, RMSE: 1.000668
CompBias: l1 = 79, l2 = 47, RMSE: 1.000769
CompBias: l1 = 79, l2 = 48, RMSE: 1.000871
CompBias: l1 = 79, l2 = 49, RMSE: 1.000972
CompBias: l1 = 79, l2 = 50, RMSE: 1.001073
CompBias: l1 = 79, l2 = 51, RMSE: 1.001175
CompBias: l1 = 79, l2 = 52, RMSE: 1.001276
CompBias: l1 = 79, l2 = 53, RMSE: 1.001377
CompBias: l1 = 79, l2 = 54, RMSE: 1.001479
CompBias: l1 = 79, l2 = 55, RMSE: 1.001580
CompBias: l1 = 79, l2 = 56, RMSE: 1.001681
CompBias: l1 = 79, l2 = 57, RMSE: 1.001782
CompBias: l1 = 79, l2 = 58, RMSE: 1.001883
CompBias: l1 = 79, l2 = 59, RMSE: 1.001983
CompBias: l1 = 79, l2 = 60, RMSE: 1.002084
CompBias: l1 = 79, l2 = 61, RMSE: 1.002184
CompBias: l1 = 79, l2 = 62, RMSE: 1.002284
CompBias: l1 = 79, l2 = 63, RMSE: 1.002384
CompBias: l1 = 79, l2 = 64, RMSE: 1.002483
CompBias: l1 = 79, l2 = 65, RMSE: 1.002582
CompBias: l1 = 79, l2 = 66, RMSE: 1.002681
CompBias: l1 = 79, l2 = 67, RMSE: 1.002779
CompBias: l1 = 79, l2 = 68, RMSE: 1.002877
CompBias: l1 = 79, l2 = 69, RMSE: 1.002975
CompBias: l1 = 79, l2 = 70, RMSE: 1.003073
CompBias: l1 = 79, l2 = 71, RMSE: 1.003170
CompBias: l1 = 79, l2 = 72, RMSE: 1.003266
CompBias: l1 = 79, l2 = 73, RMSE: 1.003363
CompBias: l1 = 79, l2 = 74, RMSE: 1.003458
CompBias: l1 = 79, l2 = 75, RMSE: 1.003554
CompBias: l1 = 79, l2 = 76, RMSE: 1.003649
CompBias: l1 = 79, l2 = 77, RMSE: 1.003744
CompBias: l1 = 79, l2 = 78, RMSE: 1.003838
CompBias: l1 = 79, l2 = 79, RMSE: 1.003932
CompBias: l1 = 79, l2 = 80, RMSE: 1.004025
CompBias: l1 = 79, l2 = 81, RMSE: 1.004118
CompBias: l1 = 79, l2 = 82, RMSE: 1.004211
CompBias: l1 = 79, l2 = 83, RMSE: 1.004303
CompBias: l1 = 79, l2 = 84, RMSE: 1.004395
CompBias: l1 = 79, l2 = 85, RMSE: 1.004486
CompBias: l1 = 79, l2 = 86, RMSE: 1.004577
CompBias: l1 = 79, l2 = 87, RMSE: 1.004667
CompBias: l1 = 79, l2 = 88, RMSE: 1.004757
CompBias: l1 = 79, l2 = 89, RMSE: 1.004847
CompBias: l1 = 79, l2 = 90, RMSE: 1.004936
CompBias: l1 = 79, l2 = 91, RMSE: 1.005025
CompBias: l1 = 79, l2 = 92, RMSE: 1.005113
CompBias: l1 = 79, l2 = 93, RMSE: 1.005201
CompBias: l1 = 79, l2 = 94, RMSE: 1.005288
CompBias: l1 = 79, l2 = 95, RMSE: 1.005375
CompBias: l1 = 79, l2 = 96, RMSE: 1.005461
CompBias: l1 = 79, l2 = 97, RMSE: 1.005547
CompBias: l1 = 79, l2 = 98, RMSE: 1.005633
CompBias: l1 = 79, l2 = 99, RMSE: 1.005718
CompBias: l1 = 80, l2 = 00, RMSE: 0.999653
CompBias: l1 = 80, l2 = 01, RMSE: 0.999344
CompBias: l1 = 80, l2 = 02, RMSE: 0.999094
CompBias: l1 = 80, l2 = 03, RMSE: 0.998889
CompBias: l1 = 80, l2 = 04, RMSE: 0.998720
CompBias: l1 = 80, l2 = 05, RMSE: 0.998583
CompBias: l1 = 80, l2 = 06, RMSE: 0.998472
CompBias: l1 = 80, l2 = 07, RMSE: 0.998384
CompBias: l1 = 80, l2 = 08, RMSE: 0.998316
CompBias: l1 = 80, l2 = 09, RMSE: 0.998265
CompBias: l1 = 80, l2 = 10, RMSE: 0.998230
CompBias: l1 = 80, l2 = 11, RMSE: 0.998208
CompBias: l1 = 80, l2 = 12, RMSE: 0.998198
CompBias: l1 = 80, l2 = 13, RMSE: 0.998200
CompBias: l1 = 80, l2 = 14, RMSE: 0.998211
CompBias: l1 = 80, l2 = 15, RMSE: 0.998231
CompBias: l1 = 80, l2 = 16, RMSE: 0.998259
CompBias: l1 = 80, l2 = 17, RMSE: 0.998294
CompBias: l1 = 80, l2 = 18, RMSE: 0.998335
CompBias: l1 = 80, l2 = 19, RMSE: 0.998383
CompBias: l1 = 80, l2 = 20, RMSE: 0.998436
CompBias: l1 = 80, l2 = 21, RMSE: 0.998493
CompBias: l1 = 80, l2 = 22, RMSE: 0.998556
CompBias: l1 = 80, l2 = 23, RMSE: 0.998622
CompBias: l1 = 80, l2 = 24, RMSE: 0.998691
CompBias: l1 = 80, l2 = 25, RMSE: 0.998765
CompBias: l1 = 80, l2 = 26, RMSE: 0.998841
CompBias: l1 = 80, l2 = 27, RMSE: 0.998920
CompBias: l1 = 80, l2 = 28, RMSE: 0.999001
CompBias: l1 = 80, l2 = 29, RMSE: 0.999085
CompBias: l1 = 80, l2 = 30, RMSE: 0.999170
CompBias: l1 = 80, l2 = 31, RMSE: 0.999258
CompBias: l1 = 80, l2 = 32, RMSE: 0.999347
CompBias: l1 = 80, l2 = 33, RMSE: 0.999438
CompBias: l1 = 80, l2 = 34, RMSE: 0.999531
CompBias: l1 = 80, l2 = 35, RMSE: 0.999624
CompBias: l1 = 80, l2 = 36, RMSE: 0.999719
CompBias: l1 = 80, l2 = 37, RMSE: 0.999814
CompBias: l1 = 80, l2 = 38, RMSE: 0.999911
CompBias: l1 = 80, l2 = 39, RMSE: 1.000008
CompBias: l1 = 80, l2 = 40, RMSE: 1.000106
CompBias: l1 = 80, l2 = 41, RMSE: 1.000205
CompBias: l1 = 80, l2 = 42, RMSE: 1.000304
CompBias: l1 = 80, l2 = 43, RMSE: 1.000404
CompBias: l1 = 80, l2 = 44, RMSE: 1.000504
CompBias: l1 = 80, l2 = 45, RMSE: 1.000604
CompBias: l1 = 80, l2 = 46, RMSE: 1.000705
CompBias: l1 = 80, l2 = 47, RMSE: 1.000806
CompBias: l1 = 80, l2 = 48, RMSE: 1.000907
CompBias: l1 = 80, l2 = 49, RMSE: 1.001009
CompBias: l1 = 80, l2 = 50, RMSE: 1.001110
CompBias: l1 = 80, l2 = 51, RMSE: 1.001211
CompBias: l1 = 80, l2 = 52, RMSE: 1.001313
CompBias: l1 = 80, l2 = 53, RMSE: 1.001414
CompBias: l1 = 80, l2 = 54, RMSE: 1.001515
CompBias: l1 = 80, l2 = 55, RMSE: 1.001617
CompBias: l1 = 80, l2 = 56, RMSE: 1.001718
CompBias: l1 = 80, l2 = 57, RMSE: 1.001819
CompBias: l1 = 80, l2 = 58, RMSE: 1.001920
CompBias: l1 = 80, l2 = 59, RMSE: 1.002020
CompBias: l1 = 80, l2 = 60, RMSE: 1.002121
CompBias: l1 = 80, l2 = 61, RMSE: 1.002221
CompBias: l1 = 80, l2 = 62, RMSE: 1.002321
CompBias: l1 = 80, l2 = 63, RMSE: 1.002420
CompBias: l1 = 80, l2 = 64, RMSE: 1.002520
CompBias: l1 = 80, l2 = 65, RMSE: 1.002619
CompBias: l1 = 80, l2 = 66, RMSE: 1.002718
CompBias: l1 = 80, l2 = 67, RMSE: 1.002816
CompBias: l1 = 80, l2 = 68, RMSE: 1.002914
CompBias: l1 = 80, l2 = 69, RMSE: 1.003012
CompBias: l1 = 80, l2 = 70, RMSE: 1.003109
CompBias: l1 = 80, l2 = 71, RMSE: 1.003206
CompBias: l1 = 80, l2 = 72, RMSE: 1.003303
CompBias: l1 = 80, l2 = 73, RMSE: 1.003399
CompBias: l1 = 80, l2 = 74, RMSE: 1.003495
CompBias: l1 = 80, l2 = 75, RMSE: 1.003591
CompBias: l1 = 80, l2 = 76, RMSE: 1.003686
CompBias: l1 = 80, l2 = 77, RMSE: 1.003780
CompBias: l1 = 80, l2 = 78, RMSE: 1.003875
CompBias: l1 = 80, l2 = 79, RMSE: 1.003969
CompBias: l1 = 80, l2 = 80, RMSE: 1.004062
CompBias: l1 = 80, l2 = 81, RMSE: 1.004155
CompBias: l1 = 80, l2 = 82, RMSE: 1.004248
CompBias: l1 = 80, l2 = 83, RMSE: 1.004340
CompBias: l1 = 80, l2 = 84, RMSE: 1.004432
CompBias: l1 = 80, l2 = 85, RMSE: 1.004523
CompBias: l1 = 80, l2 = 86, RMSE: 1.004614
CompBias: l1 = 80, l2 = 87, RMSE: 1.004704
CompBias: l1 = 80, l2 = 88, RMSE: 1.004794
CompBias: l1 = 80, l2 = 89, RMSE: 1.004884
CompBias: l1 = 80, l2 = 90, RMSE: 1.004973
CompBias: l1 = 80, l2 = 91, RMSE: 1.005061
CompBias: l1 = 80, l2 = 92, RMSE: 1.005150
CompBias: l1 = 80, l2 = 93, RMSE: 1.005237
CompBias: l1 = 80, l2 = 94, RMSE: 1.005325
CompBias: l1 = 80, l2 = 95, RMSE: 1.005412
CompBias: l1 = 80, l2 = 96, RMSE: 1.005498
CompBias: l1 = 80, l2 = 97, RMSE: 1.005584
CompBias: l1 = 80, l2 = 98, RMSE: 1.005670
CompBias: l1 = 80, l2 = 99, RMSE: 1.005755
CompBias: l1 = 81, l2 = 00, RMSE: 0.999690
CompBias: l1 = 81, l2 = 01, RMSE: 0.999381
CompBias: l1 = 81, l2 = 02, RMSE: 0.999131
CompBias: l1 = 81, l2 = 03, RMSE: 0.998925
CompBias: l1 = 81, l2 = 04, RMSE: 0.998757
CompBias: l1 = 81, l2 = 05, RMSE: 0.998620
CompBias: l1 = 81, l2 = 06, RMSE: 0.998509
CompBias: l1 = 81, l2 = 07, RMSE: 0.998421
CompBias: l1 = 81, l2 = 08, RMSE: 0.998352
CompBias: l1 = 81, l2 = 09, RMSE: 0.998302
CompBias: l1 = 81, l2 = 10, RMSE: 0.998266
CompBias: l1 = 81, l2 = 11, RMSE: 0.998245
CompBias: l1 = 81, l2 = 12, RMSE: 0.998235
CompBias: l1 = 81, l2 = 13, RMSE: 0.998236
CompBias: l1 = 81, l2 = 14, RMSE: 0.998248
CompBias: l1 = 81, l2 = 15, RMSE: 0.998267
CompBias: l1 = 81, l2 = 16, RMSE: 0.998295
CompBias: l1 = 81, l2 = 17, RMSE: 0.998330
CompBias: l1 = 81, l2 = 18, RMSE: 0.998372
CompBias: l1 = 81, l2 = 19, RMSE: 0.998420
CompBias: l1 = 81, l2 = 20, RMSE: 0.998472
CompBias: l1 = 81, l2 = 21, RMSE: 0.998530
CompBias: l1 = 81, l2 = 22, RMSE: 0.998592
CompBias: l1 = 81, l2 = 23, RMSE: 0.998658
CompBias: l1 = 81, l2 = 24, RMSE: 0.998728
CompBias: l1 = 81, l2 = 25, RMSE: 0.998801
CompBias: l1 = 81, l2 = 26, RMSE: 0.998877
CompBias: l1 = 81, l2 = 27, RMSE: 0.998956
CompBias: l1 = 81, l2 = 28, RMSE: 0.999038
CompBias: l1 = 81, l2 = 29, RMSE: 0.999121
CompBias: l1 = 81, l2 = 30, RMSE: 0.999207
CompBias: l1 = 81, l2 = 31, RMSE: 0.999295
CompBias: l1 = 81, l2 = 32, RMSE: 0.999384
CompBias: l1 = 81, l2 = 33, RMSE: 0.999475
CompBias: l1 = 81, l2 = 34, RMSE: 0.999567
CompBias: l1 = 81, l2 = 35, RMSE: 0.999661
CompBias: l1 = 81, l2 = 36, RMSE: 0.999755
CompBias: l1 = 81, l2 = 37, RMSE: 0.999851
CompBias: l1 = 81, l2 = 38, RMSE: 0.999948
CompBias: l1 = 81, l2 = 39, RMSE: 1.000045
CompBias: l1 = 81, l2 = 40, RMSE: 1.000143
CompBias: l1 = 81, l2 = 41, RMSE: 1.000242
CompBias: l1 = 81, l2 = 42, RMSE: 1.000341
CompBias: l1 = 81, l2 = 43, RMSE: 1.000441
CompBias: l1 = 81, l2 = 44, RMSE: 1.000541
CompBias: l1 = 81, l2 = 45, RMSE: 1.000641
CompBias: l1 = 81, l2 = 46, RMSE: 1.000742
CompBias: l1 = 81, l2 = 47, RMSE: 1.000843
CompBias: l1 = 81, l2 = 48, RMSE: 1.000944
CompBias: l1 = 81, l2 = 49, RMSE: 1.001045
CompBias: l1 = 81, l2 = 50, RMSE: 1.001147
CompBias: l1 = 81, l2 = 51, RMSE: 1.001248
CompBias: l1 = 81, l2 = 52, RMSE: 1.001349
CompBias: l1 = 81, l2 = 53, RMSE: 1.001451
CompBias: l1 = 81, l2 = 54, RMSE: 1.001552
CompBias: l1 = 81, l2 = 55, RMSE: 1.001653
CompBias: l1 = 81, l2 = 56, RMSE: 1.001755
CompBias: l1 = 81, l2 = 57, RMSE: 1.001856
CompBias: l1 = 81, l2 = 58, RMSE: 1.001956
CompBias: l1 = 81, l2 = 59, RMSE: 1.002057
CompBias: l1 = 81, l2 = 60, RMSE: 1.002157
CompBias: l1 = 81, l2 = 61, RMSE: 1.002257
CompBias: l1 = 81, l2 = 62, RMSE: 1.002357
CompBias: l1 = 81, l2 = 63, RMSE: 1.002457
CompBias: l1 = 81, l2 = 64, RMSE: 1.002556
CompBias: l1 = 81, l2 = 65, RMSE: 1.002656
CompBias: l1 = 81, l2 = 66, RMSE: 1.002754
CompBias: l1 = 81, l2 = 67, RMSE: 1.002853
CompBias: l1 = 81, l2 = 68, RMSE: 1.002951
CompBias: l1 = 81, l2 = 69, RMSE: 1.003049
CompBias: l1 = 81, l2 = 70, RMSE: 1.003146
CompBias: l1 = 81, l2 = 71, RMSE: 1.003243
CompBias: l1 = 81, l2 = 72, RMSE: 1.003340
CompBias: l1 = 81, l2 = 73, RMSE: 1.003436
CompBias: l1 = 81, l2 = 74, RMSE: 1.003532
CompBias: l1 = 81, l2 = 75, RMSE: 1.003627
