K,Lambda,Gamma,Shrink,Mean_RMSE,Std_RMSE,Mean_CPU,Std_CPU
64,0.020000,0.050000,0.825000,0.946338,0.002261,130.618433,8.202701
64,0.020000,0.050000,0.850000,0.946930,0.002320,136.754686,9.552733
64,0.020000,0.050000,0.875000,0.949461,0.002041,42.762911,1.680476
64,0.020000,0.050000,0.900000,0.951450,0.002159,32.711164,1.699044
64,0.020000,0.050000,0.925000,0.952932,0.002380,28.382080,1.098422
64,0.020000,0.050000,0.950000,0.954293,0.002228,25.019655,1.238878
64,0.020000,0.050000,0.975000,0.955284,0.002390,22.472948,0.472449
64,0.020000,0.050000,1.000000,0.956490,0.002194,20.836983,1.454773
64,0.020000,0.100000,0.750000,0.959995,0.002481,100.201745,4.284674
64,0.020000,0.100000,0.775000,0.958377,0.002492,110.774457,3.521844
64,0.020000,0.100000,0.800000,0.956539,0.002423,123.284160,4.883337
64,0.020000,0.100000,0.825000,0.954699,0.002427,139.702406,5.178307
64,0.020000,0.100000,0.850000,0.952742,0.002418,154.675585,2.065315
64,0.020000,0.100000,0.875000,0.950756,0.002407,154.213295,2.575660
64,0.020000,0.100000,0.900000,0.949109,0.002284,154.090188,1.780738
64,0.020000,0.100000,0.925000,0.950569,0.002246,141.230122,13.289602
64,0.020000,0.100000,0.950000,0.954987,0.002270,56.456375,1.573259
64,0.020000,0.100000,0.975000,0.958011,0.002383,40.236903,1.389020
64,0.020000,0.100000,1.000000,0.960018,0.002452,32.167052,1.240286
64,0.050000,0.001000,0.750000,0.999084,0.002908,7.243424,0.093717
64,0.050000,0.001000,0.775000,0.999215,0.003108,7.174819,0.150612
64,0.050000,0.001000,0.800000,0.999308,0.003326,7.170622,0.144137
64,0.050000,0.001000,0.825000,0.998677,0.002615,7.201806,0.171624
64,0.050000,0.001000,0.850000,0.999291,0.003245,7.222670,0.125931
64,0.050000,0.001000,0.875000,0.999037,0.002451,7.234146,0.135082
64,0.050000,0.001000,0.900000,0.998996,0.002843,7.239252,0.160667
64,0.050000,0.001000,0.925000,0.999373,0.002730,7.234562,0.145385
64,0.050000,0.001000,0.950000,0.998914,0.003022,7.244532,0.159552
64,0.050000,0.001000,0.975000,0.999202,0.003030,7.201868,0.140950
64,0.050000,0.001000,1.000000,0.998946,0.002790,7.220799,0.278934
64,0.050000,0.002000,0.750000,0.997216,0.002947,7.192644,0.170225
64,0.050000,0.002000,0.775000,0.997240,0.003203,7.187522,0.169599
64,0.050000,0.002000,0.800000,0.997131,0.003061,7.197060,0.197327
64,0.050000,0.002000,0.825000,0.997511,0.002565,7.208618,0.121456
64,0.050000,0.002000,0.850000,0.997247,0.002772,7.251743,0.120999
64,0.050000,0.002000,0.875000,0.997421,0.002918,7.319595,0.316941
64,0.050000,0.002000,0.900000,0.997157,0.002659,7.212538,0.152124
64,0.050000,0.002000,0.925000,0.997504,0.003246,7.201976,0.192292
64,0.050000,0.002000,0.950000,0.996871,0.002479,7.227742,0.150759
64,0.050000,0.002000,0.975000,0.997448,0.002434,7.212874,0.186158
64,0.050000,0.002000,1.000000,0.997393,0.002875,7.226441,0.151579
64,0.050000,0.005000,0.750000,0.992793,0.002908,7.240740,0.162295
64,0.050000,0.005000,0.775000,0.992521,0.003270,7.292961,0.282796
64,0.050000,0.005000,0.800000,0.992685,0.003169,7.227398,0.155153
64,0.050000,0.005000,0.825000,0.992762,0.002733,7.285500,0.268181
64,0.050000,0.005000,0.850000,0.992689,0.002812,7.195575,0.164096
64,0.050000,0.005000,0.875000,0.992693,0.002667,7.213966,0.166954
64,0.050000,0.005000,0.900000,0.993012,0.003016,7.208261,0.177698
64,0.050000,0.005000,0.925000,0.992650,0.003085,7.192903,0.238133
64,0.050000,0.005000,0.950000,0.992935,0.003191,7.192980,0.197722
64,0.050000,0.005000,0.975000,0.992566,0.002675,7.176278,0.163008
64,0.050000,0.005000,1.000000,0.993184,0.003073,7.205153,0.194958
64,0.050000,0.010000,0.750000,0.987633,0.002721,7.211403,0.154952
64,0.050000,0.010000,0.775000,0.987462,0.002761,7.208386,0.148172
64,0.050000,0.010000,0.800000,0.987677,0.002790,7.201206,0.167899
64,0.050000,0.010000,0.825000,0.987533,0.002545,7.255647,0.144790
64,0.050000,0.010000,0.850000,0.987506,0.002862,7.193110,0.281929
64,0.050000,0.010000,0.875000,0.987420,0.002512,7.178620,0.138712
64,0.050000,0.010000,0.900000,0.987342,0.002568,7.203416,0.155409
64,0.050000,0.010000,0.925000,0.987634,0.002704,7.235900,0.168979
64,0.050000,0.010000,0.950000,0.987718,0.002529,7.174759,0.140117
64,0.050000,0.010000,0.975000,0.987453,0.002670,7.239678,0.109777
64,0.050000,0.010000,1.000000,0.987600,0.002726,7.235756,0.175286
64,0.050000,0.020000,0.750000,0.980498,0.002237,10.218893,0.271682
64,0.050000,0.020000,0.775000,0.981481,0.001830,9.863325,1.680542
64,0.050000,0.020000,0.800000,0.982345,0.002488,8.080330,1.463608
64,0.050000,0.020000,0.825000,0.982497,0.002448,7.473150,0.930612
64,0.050000,0.020000,0.850000,0.982522,0.002736,7.194071,0.148336
64,0.050000,0.020000,0.875000,0.982502,0.002669,7.247675,0.193338
64,0.050000,0.020000,0.900000,0.982466,0.002515,7.319772,0.360216
64,0.050000,0.020000,0.925000,0.982438,0.002675,7.222035,0.156638
64,0.050000,0.020000,0.950000,0.982580,0.002590,7.237392,0.159791
64,0.050000,0.020000,0.975000,0.982639,0.002642,7.205339,0.136035
64,0.050000,0.020000,1.000000,0.982611,0.002568,7.215943,0.172155
64,0.050000,0.050000,0.750000,0.958555,0.002376,79.501061,14.931784
64,0.050000,0.050000,0.775000,0.963215,0.002599,21.017021,2.301948
64,0.050000,0.050000,0.800000,0.965548,0.002378,16.246792,0.313379
64,0.050000,0.050000,0.825000,0.968110,0.002408,16.375315,0.266046
64,0.050000,0.050000,0.850000,0.969972,0.002510,13.396881,0.248846
64,0.050000,0.050000,0.875000,0.971553,0.002571,12.628946,1.333245
64,0.050000,0.050000,0.900000,0.973037,0.002064,11.362441,1.543297
64,0.050000,0.050000,0.925000,0.973948,0.002133,10.519372,0.968745
64,0.050000,0.050000,0.950000,0.974649,0.002096,10.172211,0.218489
64,0.050000,0.050000,0.975000,0.975493,0.002027,10.426473,0.597611
64,0.050000,0.050000,1.000000,0.976290,0.002084,10.231702,0.240764
64,0.050000,0.100000,0.750000,0.951614,0.002424,104.702273,4.092564
64,0.050000,0.100000,0.775000,0.951088,0.002513,113.911423,4.793152
64,0.050000,0.100000,0.800000,0.951128,0.002379,125.511653,5.780384
64,0.050000,0.100000,0.825000,0.952633,0.002468,134.208230,7.985778
64,0.050000,0.100000,0.850000,0.956175,0.002452,139.950976,8.855745
64,0.050000,0.100000,0.875000,0.964298,0.002631,57.452645,35.461640
64,0.050000,0.100000,0.900000,0.968090,0.002565,22.207470,0.980216
64,0.050000,0.100000,0.925000,0.970060,0.002491,19.575334,0.388399
64,0.050000,0.100000,0.950000,0.971647,0.002630,16.287635,0.325157
64,0.050000,0.100000,0.975000,0.973245,0.002548,15.088157,1.642674
64,0.050000,0.100000,1.000000,0.974285,0.002490,13.267855,0.294554
64,0.100000,0.001000,0.750000,2.890817,0.002543,4.155349,0.105485
64,0.100000,0.001000,0.775000,2.890817,0.002543,4.144186,0.121913
64,0.100000,0.001000,0.800000,2.890817,0.002543,4.313026,0.540919
64,0.100000,0.001000,0.825000,2.890817,0.002543,4.100805,0.079932
64,0.100000,0.001000,0.850000,2.890817,0.002543,4.255042,0.421408
64,0.100000,0.001000,0.875000,2.890817,0.002543,4.171701,0.130133
64,0.100000,0.001000,0.900000,2.890817,0.002543,4.125008,0.071550
64,0.100000,0.001000,0.925000,2.890817,0.002543,4.119938,0.105810
64,0.100000,0.001000,0.950000,2.890817,0.002543,4.131540,0.086691
64,0.100000,0.001000,0.975000,2.890817,0.002543,4.139284,0.118762
64,0.100000,0.001000,1.000000,2.890817,0.002543,4.120164,0.113657
64,0.100000,0.002000,0.750000,2.890817,0.002543,4.297561,0.563894
64,0.100000,0.002000,0.775000,2.890817,0.002543,4.255939,0.385484
64,0.100000,0.002000,0.800000,2.890817,0.002543,4.148268,0.105921
64,0.100000,0.002000,0.825000,2.890817,0.002543,4.135817,0.116704
64,0.100000,0.002000,0.850000,2.890817,0.002543,4.148130,0.105408
64,0.100000,0.002000,0.875000,2.890817,0.002543,4.178628,0.114805
64,0.100000,0.002000,0.900000,2.890817,0.002543,4.147553,0.141848
64,0.100000,0.002000,0.925000,2.890817,0.002543,4.138508,0.111275
64,0.100000,0.002000,0.950000,2.890817,0.002543,4.236372,0.165548
64,0.100000,0.002000,0.975000,2.890817,0.002543,4.158228,0.098421
64,0.100000,0.002000,1.000000,2.890817,0.002543,4.152571,0.137650
64,0.100000,0.005000,0.750000,2.890817,0.002543,4.155256,0.098772
64,0.100000,0.005000,0.775000,2.890817,0.002543,4.140559,0.093103
64,0.100000,0.005000,0.800000,2.890817,0.002543,4.149382,0.103495
64,0.100000,0.005000,0.825000,2.890817,0.002543,4.143545,0.105209
64,0.100000,0.005000,0.850000,2.890817,0.002543,4.149200,0.106594
64,0.100000,0.005000,0.875000,2.890817,0.002543,4.167459,0.114023
64,0.100000,0.005000,0.900000,2.890817,0.002543,4.144657,0.087183
64,0.100000,0.005000,0.925000,2.890817,0.002543,4.158826,0.115048
64,0.100000,0.005000,0.950000,2.890817,0.002543,4.140865,0.100328
64,0.100000,0.005000,0.975000,2.890817,0.002543,4.144088,0.109535
64,0.100000,0.005000,1.000000,2.890817,0.002543,4.145761,0.119362
64,0.100000,0.010000,0.750000,2.890817,0.002543,4.144066,0.109912
64,0.100000,0.010000,0.775000,2.890817,0.002543,4.145658,0.094770
64,0.100000,0.010000,0.800000,2.890817,0.002543,4.175987,0.165535
64,0.100000,0.010000,0.825000,2.890817,0.002543,4.140964,0.100484
64,0.100000,0.010000,0.850000,2.890817,0.002543,4.138857,0.111527
64,0.100000,0.010000,0.875000,2.890817,0.002543,4.150738,0.117616
64,0.100000,0.010000,0.900000,2.890817,0.002543,4.167574,0.104753
64,0.100000,0.010000,0.925000,2.890817,0.002543,4.164298,0.202561
64,0.100000,0.010000,0.950000,2.890817,0.002543,4.148918,0.096089
64,0.100000,0.010000,0.975000,2.890817,0.002543,4.134326,0.091946
64,0.100000,0.010000,1.000000,2.890817,0.002543,4.125440,0.119655
64,0.100000,0.020000,0.750000,1.384861,0.530134,6.776568,0.946913
64,0.100000,0.020000,0.775000,1.220220,0.018375,7.270930,0.252770
64,0.100000,0.020000,0.800000,1.215548,0.011506,7.191557,0.142278
64,0.100000,0.020000,0.825000,1.222653,0.009353,7.201078,0.245466
64,0.100000,0.020000,0.850000,1.218400,0.009553,7.226134,0.161602
64,0.100000,0.020000,0.875000,1.218464,0.009515,7.175296,0.132103
64,0.100000,0.020000,0.900000,1.380708,0.529421,6.836911,0.973640
64,0.100000,0.020000,0.925000,1.220208,0.011159,7.204592,0.161993
64,0.100000,0.020000,0.950000,1.555497,0.703980,6.519456,1.245649
64,0.100000,0.020000,0.975000,1.391052,0.527933,6.901489,0.984827
64,0.100000,0.020000,1.000000,1.553061,0.704805,6.495525,1.284850
64,0.100000,0.050000,0.750000,1.020045,0.003634,7.190907,0.175892
64,0.100000,0.050000,0.775000,1.019873,0.003663,7.230551,0.161874
64,0.100000,0.050000,0.800000,1.020416,0.003828,7.217223,0.200513
64,0.100000,0.050000,0.825000,1.019656,0.003462,7.213316,0.200533
64,0.100000,0.050000,0.850000,1.019998,0.003359,7.247135,0.188864
64,0.100000,0.050000,0.875000,1.020127,0.003962,7.269963,0.223840
64,0.100000,0.050000,0.900000,1.019826,0.004159,7.210299,0.133726
64,0.100000,0.050000,0.925000,1.019836,0.003780,7.215372,0.164761
64,0.100000,0.050000,0.950000,1.019666,0.003640,7.231546,0.173848
64,0.100000,0.050000,0.975000,1.020201,0.003060,7.206582,0.167845
64,0.100000,0.050000,1.000000,1.019980,0.003671,7.203817,0.181123
64,0.100000,0.100000,0.750000,0.994678,0.002821,7.759254,1.121852
64,0.100000,0.100000,0.775000,0.994713,0.002922,7.208148,0.177381
64,0.100000,0.100000,0.800000,0.994660,0.002959,7.191298,0.132023
64,0.100000,0.100000,0.825000,0.994783,0.002837,7.204304,0.138853
64,0.100000,0.100000,0.850000,0.994765,0.002795,7.236561,0.179227
64,0.100000,0.100000,0.875000,0.994680,0.002915,7.205467,0.133329
64,0.100000,0.100000,0.900000,0.994883,0.002910,7.234020,0.147363
64,0.100000,0.100000,0.925000,0.994780,0.002909,7.208295,0.128194
64,0.100000,0.100000,0.950000,0.994739,0.002895,7.211511,0.149929
64,0.100000,0.100000,0.975000,0.994764,0.002928,7.198250,0.142951
64,0.100000,0.100000,1.000000,0.994719,0.003017,7.213676,0.161277
