K,Lambda,Gamma,Shrink,Epoch,Mean_RMSE,Std_RMSE
64,0.001000,0.100000,0.900000,5,0.992630,0.002448
64,0.001000,0.100000,0.900000,10,0.989709,0.002421
64,0.001000,0.100000,0.900000,15,0.988294,0.002434
64,0.001000,0.100000,0.900000,20,0.987448,0.002442
64,0.001000,0.100000,0.900000,25,0.986922,0.002447
64,0.001000,0.100000,0.900000,30,0.986606,0.002449
64,0.001000,0.100000,0.900000,35,0.986420,0.002451
64,0.001000,0.100000,0.900000,40,0.986310,0.002451
64,0.001000,0.100000,0.900000,45,0.986245,0.002452
64,0.001000,0.100000,0.900000,50,0.986207,0.002452
64,0.001000,0.100000,0.900000,55,0.986184,0.002452
64,0.001000,0.100000,0.900000,60,0.986171,0.002452
64,0.001000,0.100000,0.900000,65,0.986163,0.002452
64,0.001000,0.100000,0.900000,67,0.987974,0.002074
64,0.001000,0.100000,0.900000,68,0.985384,0.002177
64,0.001000,0.100000,0.925000,5,0.992491,0.002507
64,0.001000,0.100000,0.925000,10,0.989000,0.002476
64,0.001000,0.100000,0.925000,15,0.987030,0.002480
64,0.001000,0.100000,0.925000,20,0.985632,0.002493
64,0.001000,0.100000,0.925000,25,0.984736,0.002500
64,0.001000,0.100000,0.925000,30,0.984165,0.002504
64,0.001000,0.100000,0.925000,35,0.983795,0.002506
64,0.001000,0.100000,0.925000,40,0.983553,0.002507
64,0.001000,0.100000,0.925000,45,0.983393,0.002507
64,0.001000,0.100000,0.925000,50,0.983286,0.002508
64,0.001000,0.100000,0.925000,55,0.983215,0.002508
64,0.001000,0.100000,0.925000,60,0.983167,0.002508
64,0.001000,0.100000,0.925000,65,0.983135,0.002508
64,0.001000,0.100000,0.925000,70,0.983113,0.002508
64,0.001000,0.100000,0.925000,75,0.983098,0.002508
64,0.001000,0.100000,0.925000,80,0.983088,0.002508
64,0.001000,0.100000,0.925000,85,0.983081,0.002508
64,0.001000,0.100000,0.925000,87,0.983103,0.002788
64,0.001000,0.100000,0.925000,88,0.982989,0.000592
64,0.001000,0.100000,0.950000,5,0.992249,0.002563
64,0.001000,0.100000,0.950000,10,0.988165,0.002498
64,0.001000,0.100000,0.950000,15,0.985387,0.002517
64,0.001000,0.100000,0.950000,20,0.983490,0.002524
64,0.001000,0.100000,0.950000,25,0.982275,0.002530
64,0.001000,0.100000,0.950000,30,0.981503,0.002534
64,0.001000,0.100000,0.950000,35,0.980997,0.002537
64,0.001000,0.100000,0.950000,40,0.980648,0.002540
64,0.001000,0.100000,0.950000,45,0.980397,0.002543
64,0.001000,0.100000,0.950000,50,0.980212,0.002545
64,0.001000,0.100000,0.950000,55,0.980072,0.002546
64,0.001000,0.100000,0.950000,60,0.979966,0.002547
64,0.001000,0.100000,0.950000,65,0.979885,0.002548
64,0.001000,0.100000,0.950000,70,0.979822,0.002549
64,0.001000,0.100000,0.950000,75,0.979774,0.002549
64,0.001000,0.100000,0.950000,80,0.979737,0.002550
64,0.001000,0.100000,0.950000,85,0.979708,0.002550
64,0.001000,0.100000,0.950000,90,0.979687,0.002550
64,0.001000,0.100000,0.950000,95,0.979669,0.002550
64,0.001000,0.100000,0.950000,100,0.979656,0.002550
64,0.001000,0.100000,0.975000,5,0.992006,0.002496
64,0.001000,0.100000,0.975000,10,0.987328,0.002443
64,0.001000,0.100000,0.975000,15,0.983815,0.002477
64,0.001000,0.100000,0.975000,20,0.981565,0.002503
64,0.001000,0.100000,0.975000,25,0.980244,0.002512
64,0.001000,0.100000,0.975000,30,0.979270,0.002509
64,0.001000,0.100000,0.975000,35,0.978379,0.002500
64,0.001000,0.100000,0.975000,40,0.977526,0.002491
64,0.001000,0.100000,0.975000,45,0.976737,0.002482
64,0.001000,0.100000,0.975000,50,0.976037,0.002475
64,0.001000,0.100000,0.975000,55,0.975435,0.002469
64,0.001000,0.100000,0.975000,60,0.974923,0.002463
64,0.001000,0.100000,0.975000,65,0.974491,0.002459
64,0.001000,0.100000,0.975000,70,0.974124,0.002454
64,0.001000,0.100000,0.975000,75,0.973813,0.002450
64,0.001000,0.100000,0.975000,80,0.973547,0.002447
64,0.001000,0.100000,0.975000,85,0.973318,0.002444
64,0.001000,0.100000,0.975000,90,0.973121,0.002441
64,0.001000,0.100000,0.975000,95,0.972951,0.002439
64,0.001000,0.100000,0.975000,100,0.972803,0.002437
64,0.001000,0.100000,1.000000,5,0.991694,0.002443
64,0.001000,0.100000,1.000000,10,0.986395,0.002431
64,0.001000,0.100000,1.000000,15,0.982259,0.002488
64,0.001000,0.100000,1.000000,20,0.979924,0.002523
64,0.001000,0.100000,1.000000,25,0.977973,0.002517
64,0.001000,0.100000,1.000000,30,0.975806,0.002484
64,0.001000,0.100000,1.000000,35,0.973832,0.002449
64,0.001000,0.100000,1.000000,40,0.972170,0.002419
64,0.001000,0.100000,1.000000,45,0.970662,0.002393
64,0.001000,0.100000,1.000000,50,0.969219,0.002376
64,0.001000,0.100000,1.000000,55,0.967849,0.002368
64,0.001000,0.100000,1.000000,60,0.966574,0.002363
64,0.001000,0.100000,1.000000,65,0.965383,0.002357
64,0.001000,0.100000,1.000000,70,0.964251,0.002350
64,0.001000,0.100000,1.000000,75,0.963163,0.002343
64,0.001000,0.100000,1.000000,80,0.962120,0.002335
64,0.001000,0.100000,1.000000,85,0.961127,0.002328
64,0.001000,0.100000,1.000000,90,0.960193,0.002322
64,0.001000,0.100000,1.000000,95,0.959321,0.002317
64,0.001000,0.100000,1.000000,100,0.958514,0.002312
64,0.002000,0.001000,0.750000,5,0.984940,0.002521
64,0.002000,0.001000,0.750000,10,0.981960,0.002526
64,0.002000,0.001000,0.750000,15,0.981283,0.002534
64,0.002000,0.001000,0.750000,20,0.981127,0.002537
64,0.002000,0.001000,0.750000,25,0.981090,0.002537
64,0.002000,0.001000,0.750000,30,0.981082,0.002538
64,0.002000,0.001000,0.775000,5,0.984327,0.002482
64,0.002000,0.001000,0.775000,10,0.980795,0.002479
64,0.002000,0.001000,0.775000,15,0.979842,0.002475
64,0.002000,0.001000,0.775000,20,0.979583,0.002475
64,0.002000,0.001000,0.775000,25,0.979512,0.002474
64,0.002000,0.001000,0.775000,30,0.979492,0.002474
64,0.002000,0.001000,0.775000,33,0.979686,0.002435
64,0.002000,0.001000,0.775000,34,0.979403,0.002486
64,0.002000,0.001000,0.800000,5,0.983695,0.002517
64,0.002000,0.001000,0.800000,10,0.979415,0.002557
64,0.002000,0.001000,0.800000,15,0.978086,0.002560
64,0.002000,0.001000,0.800000,20,0.977663,0.002560
64,0.002000,0.001000,0.800000,25,0.977529,0.002560
64,0.002000,0.001000,0.800000,30,0.977486,0.002561
64,0.002000,0.001000,0.800000,35,0.977472,0.002560
64,0.002000,0.001000,0.800000,37,0.974866,0.000000
64,0.002000,0.001000,0.800000,38,0.977759,0.002539
64,0.002000,0.001000,0.825000,5,0.983024,0.002476
64,0.002000,0.001000,0.825000,10,0.977903,0.002566
64,0.002000,0.001000,0.825000,15,0.976152,0.002590
64,0.002000,0.001000,0.825000,20,0.975527,0.002594
64,0.002000,0.001000,0.825000,25,0.975298,0.002595
64,0.002000,0.001000,0.825000,30,0.975214,0.002595
64,0.002000,0.001000,0.825000,35,0.975182,0.002595
64,0.002000,0.001000,0.825000,40,0.975170,0.002595
64,0.002000,0.001000,0.825000,42,0.972743,0.000000
64,0.002000,0.001000,0.825000,43,0.975437,0.002599
64,0.002000,0.001000,0.850000,5,0.982349,0.002612
64,0.002000,0.001000,0.850000,10,0.976305,0.002644
64,0.002000,0.001000,0.850000,15,0.974062,0.002583
64,0.002000,0.001000,0.850000,20,0.973161,0.002543
64,0.002000,0.001000,0.850000,25,0.972775,0.002526
64,0.002000,0.001000,0.850000,30,0.972609,0.002518
64,0.002000,0.001000,0.850000,35,0.972537,0.002515
64,0.002000,0.001000,0.850000,40,0.972506,0.002514
64,0.002000,0.001000,0.850000,45,0.972493,0.002513
64,0.002000,0.001000,0.850000,49,0.970503,0.000351
64,0.002000,0.001000,0.850000,50,0.973811,0.002462
64,0.002000,0.001000,0.875000,5,0.981745,0.002540
64,0.002000,0.001000,0.875000,10,0.974896,0.002482
64,0.002000,0.001000,0.875000,15,0.972093,0.002425
64,0.002000,0.001000,0.875000,20,0.970708,0.002387
64,0.002000,0.001000,0.875000,25,0.969983,0.002368
64,0.002000,0.001000,0.875000,30,0.969608,0.002360
64,0.002000,0.001000,0.875000,35,0.969418,0.002356
64,0.002000,0.001000,0.875000,40,0.969322,0.002355
64,0.002000,0.001000,0.875000,45,0.969275,0.002354
64,0.002000,0.001000,0.875000,50,0.969250,0.002354
64,0.002000,0.001000,0.875000,55,0.969238,0.002353
64,0.002000,0.001000,0.875000,60,0.969233,0.002353
64,0.002000,0.001000,0.875000,61,0.972124,0.000000
64,0.002000,0.001000,0.900000,5,0.980977,0.002560
64,0.002000,0.001000,0.900000,10,0.973167,0.002478
64,0.002000,0.001000,0.900000,15,0.969413,0.002388
64,0.002000,0.001000,0.900000,20,0.967124,0.002323
64,0.002000,0.001000,0.900000,25,0.965780,0.002282
64,0.002000,0.001000,0.900000,30,0.964999,0.002259
64,0.002000,0.001000,0.900000,35,0.964542,0.002247
64,0.002000,0.001000,0.900000,40,0.964274,0.002240
64,0.002000,0.001000,0.900000,45,0.964120,0.002238
64,0.002000,0.001000,0.900000,50,0.964031,0.002236
64,0.002000,0.001000,0.900000,55,0.963981,0.002236
64,0.002000,0.001000,0.900000,60,0.963952,0.002236
64,0.002000,0.001000,0.900000,65,0.963936,0.002236
64,0.002000,0.001000,0.900000,70,0.963926,0.002236
64,0.002000,0.001000,0.900000,74,0.963305,0.001941
64,0.002000,0.001000,0.900000,75,0.964540,0.002337
64,0.002000,0.001000,0.925000,5,0.980348,0.002543
64,0.002000,0.001000,0.925000,10,0.971477,0.002454
64,0.002000,0.001000,0.925000,15,0.966244,0.002308
64,0.002000,0.001000,0.925000,20,0.962860,0.002259
64,0.002000,0.001000,0.925000,25,0.960709,0.002238
64,0.002000,0.001000,0.925000,30,0.959320,0.002228
64,0.002000,0.001000,0.925000,35,0.958416,0.002221
64,0.002000,0.001000,0.925000,40,0.957820,0.002216
64,0.002000,0.001000,0.925000,45,0.957424,0.002212
64,0.002000,0.001000,0.925000,50,0.957159,0.002210
64,0.002000,0.001000,0.925000,55,0.956983,0.002209
64,0.002000,0.001000,0.925000,60,0.956863,0.002208
64,0.002000,0.001000,0.925000,65,0.956783,0.002209
64,0.002000,0.001000,0.925000,70,0.956731,0.002210
64,0.002000,0.001000,0.925000,75,0.956698,0.002211
64,0.002000,0.001000,0.925000,80,0.956678,0.002212
64,0.002000,0.001000,0.925000,85,0.956664,0.002213
64,0.002000,0.001000,0.925000,90,0.956656,0.002213
64,0.002000,0.001000,0.925000,92,0.959882,0.000000
64,0.002000,0.001000,0.925000,93,0.955487,0.000000
64,0.002000,0.001000,0.925000,94,0.957498,0.002393
64,0.002000,0.001000,0.925000,95,0.955289,0.001005
64,0.002000,0.001000,0.925000,96,0.955419,0.001131
64,0.002000,0.001000,0.925000,97,0.954898,0.000000
64,0.002000,0.001000,0.950000,5,0.979552,0.002511
64,0.002000,0.001000,0.950000,10,0.969468,0.002406
64,0.002000,0.001000,0.950000,15,0.962596,0.002252
64,0.002000,0.001000,0.950000,20,0.957991,0.002168
64,0.002000,0.001000,0.950000,25,0.954980,0.002123
64,0.002000,0.001000,0.950000,30,0.953038,0.002092
64,0.002000,0.001000,0.950000,35,0.951769,0.002068
64,0.002000,0.001000,0.950000,40,0.950931,0.002049
64,0.002000,0.001000,0.950000,45,0.950376,0.002035
64,0.002000,0.001000,0.950000,50,0.950008,0.002024
64,0.002000,0.001000,0.950000,55,0.949760,0.002014
64,0.002000,0.001000,0.950000,60,0.949591,0.002006
64,0.002000,0.001000,0.950000,65,0.949474,0.001999
64,0.002000,0.001000,0.950000,70,0.949391,0.001993
64,0.002000,0.001000,0.950000,75,0.949331,0.001988
64,0.002000,0.001000,0.950000,80,0.949286,0.001984
64,0.002000,0.001000,0.950000,85,0.949253,0.001981
64,0.002000,0.001000,0.950000,90,0.949228,0.001979
64,0.002000,0.001000,0.950000,95,0.949208,0.001978
64,0.002000,0.001000,0.950000,100,0.949193,0.001978
64,0.002000,0.001000,0.975000,5,0.978847,0.002537
64,0.002000,0.001000,0.975000,10,0.967240,0.002347
64,0.002000,0.001000,0.975000,15,0.958724,0.002187
64,0.002000,0.001000,0.975000,20,0.953239,0.002143
64,0.002000,0.001000,0.975000,25,0.950397,0.002085
64,0.002000,0.001000,0.975000,30,0.949596,0.002044
64,0.002000,0.001000,0.975000,31,0.950256,0.002356
64,0.002000,0.001000,0.975000,32,0.949664,0.000000
64,0.002000,0.001000,1.000000,5,0.978063,0.002507
64,0.002000,0.001000,1.000000,10,0.964797,0.002265
64,0.002000,0.001000,1.000000,15,0.954810,0.002152
64,0.002000,0.001000,1.000000,20,0.950178,0.002052
64,0.002000,0.001000,1.000000,22,0.949973,0.002141
64,0.002000,0.001000,1.000000,23,0.950071,0.000000
64,0.002000,0.002000,0.750000,5,0.984993,0.002422
64,0.002000,0.002000,0.750000,10,0.982033,0.002418
64,0.002000,0.002000,0.750000,15,0.981366,0.002417
64,0.002000,0.002000,0.750000,20,0.981212,0.002417
64,0.002000,0.002000,0.750000,25,0.981176,0.002416
64,0.002000,0.002000,0.750000,30,0.981169,0.002417
64,0.002000,0.002000,0.775000,5,0.984447,0.002539
64,0.002000,0.002000,0.775000,10,0.980904,0.002556
64,0.002000,0.002000,0.775000,15,0.979943,0.002570
64,0.002000,0.002000,0.775000,20,0.979682,0.002575
64,0.002000,0.002000,0.775000,25,0.979610,0.002576
64,0.002000,0.002000,0.775000,30,0.979590,0.002576
64,0.002000,0.002000,0.775000,33,0.982586,0.000000
64,0.002000,0.002000,0.775000,34,0.979253,0.002503
64,0.002000,0.002000,0.800000,5,0.983761,0.002486
64,0.002000,0.002000,0.800000,10,0.979545,0.002548
64,0.002000,0.002000,0.800000,15,0.978241,0.002570
64,0.002000,0.002000,0.800000,20,0.977826,0.002575
64,0.002000,0.002000,0.800000,25,0.977694,0.002576
64,0.002000,0.002000,0.800000,30,0.977652,0.002576
64,0.002000,0.002000,0.800000,35,0.977638,0.002577
64,0.002000,0.002000,0.800000,38,0.977635,0.002577
64,0.002000,0.002000,0.825000,5,0.983180,0.002531
64,0.002000,0.002000,0.825000,10,0.978138,0.002642
64,0.002000,0.002000,0.825000,15,0.976358,0.002648
64,0.002000,0.002000,0.825000,20,0.975717,0.002643
64,0.002000,0.002000,0.825000,25,0.975483,0.002640
64,0.002000,0.002000,0.825000,30,0.975396,0.002640
64,0.002000,0.002000,0.825000,35,0.975363,0.002639
64,0.002000,0.002000,0.825000,40,0.975350,0.002639
64,0.002000,0.002000,0.825000,43,0.975348,0.002639
64,0.002000,0.002000,0.850000,5,0.982561,0.002457
64,0.002000,0.002000,0.850000,10,0.976558,0.002561
64,0.002000,0.002000,0.850000,15,0.974308,0.002534
64,0.002000,0.002000,0.850000,20,0.973396,0.002508
64,0.002000,0.002000,0.850000,25,0.973005,0.002496
64,0.002000,0.002000,0.850000,30,0.972837,0.002491
64,0.002000,0.002000,0.850000,35,0.972764,0.002489
64,0.002000,0.002000,0.850000,40,0.972732,0.002488
64,0.002000,0.002000,0.850000,45,0.972719,0.002488
64,0.002000,0.002000,0.850000,49,0.970823,0.000316
64,0.002000,0.002000,0.850000,50,0.973524,0.002570
64,0.002000,0.002000,0.875000,5,0.981920,0.002480
64,0.002000,0.002000,0.875000,10,0.974968,0.002467
64,0.002000,0.002000,0.875000,15,0.972145,0.002391
64,0.002000,0.002000,0.875000,20,0.970766,0.002338
64,0.002000,0.002000,0.875000,25,0.970048,0.002312
64,0.002000,0.002000,0.875000,30,0.969676,0.002300
64,0.002000,0.002000,0.875000,35,0.969488,0.002295
64,0.002000,0.002000,0.875000,40,0.969394,0.002293
64,0.002000,0.002000,0.875000,45,0.969347,0.002292
64,0.002000,0.002000,0.875000,50,0.969323,0.002291
64,0.002000,0.002000,0.875000,55,0.969310,0.002291
64,0.002000,0.002000,0.875000,60,0.969305,0.002290
64,0.002000,0.002000,0.875000,61,0.972206,0.000000
64,0.002000,0.002000,0.900000,5,0.981107,0.002565
64,0.002000,0.002000,0.900000,10,0.973348,0.002510
64,0.002000,0.002000,0.900000,15,0.969619,0.002407
64,0.002000,0.002000,0.900000,20,0.967355,0.002335
64,0.002000,0.002000,0.900000,25,0.966024,0.002292
64,0.002000,0.002000,0.900000,30,0.965250,0.002268
64,0.002000,0.002000,0.900000,35,0.964798,0.002254
64,0.002000,0.002000,0.900000,40,0.964533,0.002248
64,0.002000,0.002000,0.900000,45,0.964379,0.002245
64,0.002000,0.002000,0.900000,50,0.964292,0.002243
64,0.002000,0.002000,0.900000,55,0.964242,0.002243
64,0.002000,0.002000,0.900000,60,0.964214,0.002243
64,0.002000,0.002000,0.900000,65,0.964197,0.002242
64,0.002000,0.002000,0.900000,70,0.964187,0.002243
64,0.002000,0.002000,0.900000,74,0.963639,0.001976
64,0.002000,0.002000,0.900000,75,0.964727,0.002358
64,0.002000,0.002000,0.925000,5,0.980493,0.002543
64,0.002000,0.002000,0.925000,10,0.971636,0.002476
64,0.002000,0.002000,0.925000,15,0.966471,0.002348
64,0.002000,0.002000,0.925000,20,0.963122,0.002253
64,0.002000,0.002000,0.925000,25,0.961003,0.002212
64,0.002000,0.002000,0.925000,30,0.959636,0.002196
64,0.002000,0.002000,0.925000,35,0.958742,0.002189
64,0.002000,0.002000,0.925000,40,0.958153,0.002185
64,0.002000,0.002000,0.925000,45,0.957761,0.002182
64,0.002000,0.002000,0.925000,50,0.957498,0.002181
64,0.002000,0.002000,0.925000,55,0.957322,0.002180
64,0.002000,0.002000,0.925000,60,0.957203,0.002181
64,0.002000,0.002000,0.925000,65,0.957124,0.002182
64,0.002000,0.002000,0.925000,70,0.957073,0.002184
64,0.002000,0.002000,0.925000,75,0.957040,0.002185
64,0.002000,0.002000,0.925000,80,0.957019,0.002186
64,0.002000,0.002000,0.925000,85,0.957006,0.002187
64,0.002000,0.002000,0.925000,90,0.956997,0.002188
64,0.002000,0.002000,0.925000,92,0.960168,0.000000
64,0.002000,0.002000,0.925000,93,0.955760,0.000000
64,0.002000,0.002000,0.925000,94,0.960197,0.000366
64,0.002000,0.002000,0.925000,95,0.955602,0.000805
64,0.002000,0.002000,0.925000,96,0.955893,0.001058
64,0.002000,0.002000,0.925000,97,0.955195,0.000000
64,0.002000,0.002000,0.950000,5,0.979761,0.002531
64,0.002000,0.002000,0.950000,10,0.969709,0.002433
64,0.002000,0.002000,0.950000,15,0.962911,0.002270
64,0.002000,0.002000,0.950000,20,0.958332,0.002202
64,0.002000,0.002000,0.950000,25,0.955294,0.002164
64,0.002000,0.002000,0.950000,30,0.953297,0.002135
64,0.002000,0.002000,0.950000,35,0.951969,0.002113
64,0.002000,0.002000,0.950000,40,0.951075,0.002095
64,0.002000,0.002000,0.950000,45,0.950468,0.002080
64,0.002000,0.002000,0.950000,50,0.950053,0.002069
64,0.002000,0.002000,0.950000,55,0.949766,0.002059
64,0.002000,0.002000,0.950000,60,0.949564,0.002050
64,0.002000,0.002000,0.950000,65,0.949420,0.002042
64,0.002000,0.002000,0.950000,70,0.949315,0.002035
64,0.002000,0.002000,0.950000,75,0.949238,0.002030
64,0.002000,0.002000,0.950000,80,0.949180,0.002025
64,0.002000,0.002000,0.950000,85,0.949137,0.002022
64,0.002000,0.002000,0.950000,90,0.949103,0.002020
64,0.002000,0.002000,0.950000,95,0.949078,0.002018
64,0.002000,0.002000,0.950000,100,0.949059,0.002018
64,0.002000,0.002000,0.975000,5,0.978871,0.002461
64,0.002000,0.002000,0.975000,10,0.967412,0.002340
64,0.002000,0.002000,0.975000,15,0.958948,0.002174
64,0.002000,0.002000,0.975000,20,0.953414,0.002116
64,0.002000,0.002000,0.975000,25,0.950337,0.002070
64,0.002000,0.002000,0.975000,30,0.949144,0.002044
64,0.002000,0.002000,0.975000,32,0.949155,0.001859
64,0.002000,0.002000,0.975000,33,0.948985,0.002291
64,0.002000,0.002000,1.000000,5,0.978140,0.002565
64,0.002000,0.002000,1.000000,10,0.965040,0.002336
64,0.002000,0.002000,1.000000,15,0.955072,0.002200
64,0.002000,0.002000,1.000000,20,0.950040,0.002114
64,0.002000,0.002000,1.000000,22,0.948688,0.000000
64,0.002000,0.002000,1.000000,23,0.949676,0.002176
64,0.002000,0.005000,0.750000,5,0.985206,0.002504
64,0.002000,0.005000,0.750000,10,0.982315,0.002520
64,0.002000,0.005000,0.750000,15,0.981665,0.002524
64,0.002000,0.005000,0.750000,20,0.981514,0.002525
64,0.002000,0.005000,0.750000,25,0.981479,0.002525
64,0.002000,0.005000,0.750000,30,0.981472,0.002525
64,0.002000,0.005000,0.775000,5,0.984652,0.002485
64,0.002000,0.005000,0.775000,10,0.981214,0.002486
64,0.002000,0.005000,0.775000,15,0.980286,0.002505
64,0.002000,0.005000,0.775000,20,0.980033,0.002511
64,0.002000,0.005000,0.775000,25,0.979964,0.002513
64,0.002000,0.005000,0.775000,30,0.979945,0.002514
64,0.002000,0.005000,0.775000,33,0.981694,0.002456
64,0.002000,0.005000,0.775000,34,0.978188,0.000681
64,0.002000,0.005000,0.800000,5,0.984009,0.002484
64,0.002000,0.005000,0.800000,10,0.979871,0.002527
64,0.002000,0.005000,0.800000,15,0.978590,0.002526
64,0.002000,0.005000,0.800000,20,0.978181,0.002525
64,0.002000,0.005000,0.800000,25,0.978050,0.002525
64,0.002000,0.005000,0.800000,30,0.978008,0.002525
64,0.002000,0.005000,0.800000,35,0.977994,0.002525
64,0.002000,0.005000,0.800000,38,0.977992,0.002524
64,0.002000,0.005000,0.825000,5,0.983323,0.002479
64,0.002000,0.005000,0.825000,10,0.978437,0.002532
64,0.002000,0.005000,0.825000,15,0.976707,0.002533
64,0.002000,0.005000,0.825000,20,0.976077,0.002531
64,0.002000,0.005000,0.825000,25,0.975845,0.002530
64,0.002000,0.005000,0.825000,30,0.975759,0.002530
64,0.002000,0.005000,0.825000,35,0.975727,0.002530
64,0.002000,0.005000,0.825000,40,0.975714,0.002530
64,0.002000,0.005000,0.825000,43,0.975712,0.002530
64,0.002000,0.005000,0.850000,5,0.982740,0.002510
64,0.002000,0.005000,0.850000,10,0.976939,0.002560
64,0.002000,0.005000,0.850000,15,0.974690,0.002549
64,0.002000,0.005000,0.850000,20,0.973791,0.002528
64,0.002000,0.005000,0.850000,25,0.973409,0.002518
64,0.002000,0.005000,0.850000,30,0.973246,0.002513
64,0.002000,0.005000,0.850000,35,0.973176,0.002511
64,0.002000,0.005000,0.850000,40,0.973145,0.002510
64,0.002000,0.005000,0.850000,45,0.973131,0.002510
64,0.002000,0.005000,0.850000,49,0.971469,0.001139
64,0.002000,0.005000,0.850000,50,0.974232,0.002565
64,0.002000,0.005000,0.875000,5,0.982041,0.002601
64,0.002000,0.005000,0.875000,10,0.975337,0.002608
64,0.002000,0.005000,0.875000,15,0.972585,0.002515
64,0.002000,0.005000,0.875000,20,0.971269,0.002462
64,0.002000,0.005000,0.875000,25,0.970590,0.002437
64,0.002000,0.005000,0.875000,30,0.970240,0.002425
64,0.002000,0.005000,0.875000,35,0.970062,0.002420
64,0.002000,0.005000,0.875000,40,0.969974,0.002418
64,0.002000,0.005000,0.875000,45,0.969929,0.002417
64,0.002000,0.005000,0.875000,50,0.969906,0.002416
64,0.002000,0.005000,0.875000,55,0.969895,0.002416
64,0.002000,0.005000,0.875000,59,0.968182,0.000351
64,0.002000,0.005000,0.875000,60,0.971029,0.002530
64,0.002000,0.005000,0.900000,5,0.981465,0.002536
64,0.002000,0.005000,0.900000,10,0.973735,0.002534
64,0.002000,0.005000,0.900000,15,0.970128,0.002421
64,0.002000,0.005000,0.900000,20,0.967959,0.002357
64,0.002000,0.005000,0.900000,25,0.966671,0.002320
64,0.002000,0.005000,0.900000,30,0.965918,0.002299
64,0.002000,0.005000,0.900000,35,0.965476,0.002288
64,0.002000,0.005000,0.900000,40,0.965217,0.002283
64,0.002000,0.005000,0.900000,45,0.965067,0.002280
64,0.002000,0.005000,0.900000,50,0.964982,0.002279
64,0.002000,0.005000,0.900000,55,0.964933,0.002279
64,0.002000,0.005000,0.900000,60,0.964904,0.002279
64,0.002000,0.005000,0.900000,65,0.964888,0.002278
64,0.002000,0.005000,0.900000,70,0.964878,0.002278
64,0.002000,0.005000,0.900000,74,0.964229,0.001916
64,0.002000,0.005000,0.900000,75,0.965520,0.002424
64,0.002000,0.005000,0.925000,5,0.980746,0.002546
64,0.002000,0.005000,0.925000,10,0.972076,0.002496
64,0.002000,0.005000,0.925000,15,0.967108,0.002374
64,0.002000,0.005000,0.925000,20,0.963819,0.002291
64,0.002000,0.005000,0.925000,25,0.961739,0.002243
64,0.002000,0.005000,0.925000,30,0.960398,0.002216
64,0.002000,0.005000,0.925000,35,0.959521,0.002200
64,0.002000,0.005000,0.925000,40,0.958940,0.002189
64,0.002000,0.005000,0.925000,45,0.958552,0.002183
64,0.002000,0.005000,0.925000,50,0.958292,0.002179
64,0.002000,0.005000,0.925000,55,0.958117,0.002177
64,0.002000,0.005000,0.925000,60,0.957999,0.002177
64,0.002000,0.005000,0.925000,65,0.957920,0.002177
64,0.002000,0.005000,0.925000,70,0.957870,0.002178
64,0.002000,0.005000,0.925000,75,0.957837,0.002179
64,0.002000,0.005000,0.925000,80,0.957816,0.002179
64,0.002000,0.005000,0.925000,85,0.957802,0.002180
64,0.002000,0.005000,0.925000,90,0.957793,0.002180
64,0.002000,0.005000,0.925000,94,0.958695,0.002028
64,0.002000,0.005000,0.925000,95,0.957561,0.002159
64,0.002000,0.005000,0.925000,96,0.956536,0.000941
64,0.002000,0.005000,0.925000,97,0.955944,0.000000
64,0.002000,0.005000,0.950000,5,0.979951,0.002531
64,0.002000,0.005000,0.950000,10,0.970206,0.002412
64,0.002000,0.005000,0.950000,15,0.963602,0.002257
64,0.002000,0.005000,0.950000,20,0.959116,0.002202
64,0.002000,0.005000,0.950000,25,0.956091,0.002180
64,0.002000,0.005000,0.950000,30,0.954034,0.002166
64,0.002000,0.005000,0.950000,35,0.952613,0.002154
64,0.002000,0.005000,0.950000,40,0.951619,0.002144
64,0.002000,0.005000,0.950000,45,0.950917,0.002134
64,0.002000,0.005000,0.950000,50,0.950414,0.002125
64,0.002000,0.005000,0.950000,55,0.950049,0.002117
64,0.002000,0.005000,0.950000,60,0.949781,0.002110
64,0.002000,0.005000,0.950000,65,0.949583,0.002103
64,0.002000,0.005000,0.950000,70,0.949433,0.002098
64,0.002000,0.005000,0.950000,75,0.949320,0.002093
64,0.002000,0.005000,0.950000,80,0.949234,0.002090
64,0.002000,0.005000,0.950000,85,0.949168,0.002087
64,0.002000,0.005000,0.950000,90,0.949117,0.002085
64,0.002000,0.005000,0.950000,95,0.949079,0.002084
64,0.002000,0.005000,0.950000,100,0.949050,0.002084
64,0.002000,0.005000,0.975000,5,0.979269,0.002600
64,0.002000,0.005000,0.975000,10,0.968128,0.002401
64,0.002000,0.005000,0.975000,15,0.959774,0.002224
64,0.002000,0.005000,0.975000,20,0.954145,0.002155
64,0.002000,0.005000,0.975000,25,0.950652,0.002088
64,0.002000,0.005000,0.975000,30,0.948695,0.002014
64,0.002000,0.005000,0.975000,35,0.947901,0.001953
64,0.002000,0.005000,0.975000,37,0.946634,0.000360
64,0.002000,0.005000,0.975000,38,0.947902,0.002023
64,0.002000,0.005000,0.975000,39,0.949479,0.001843
64,0.002000,0.005000,1.000000,5,0.978516,0.002603
64,0.002000,0.005000,1.000000,10,0.965747,0.002419
64,0.002000,0.005000,1.000000,15,0.955862,0.002243
64,0.002000,0.005000,1.000000,20,0.950035,0.002112
