K,Lambda,Gamma,Shrink,Mean_RMSE,Std_RMSE,Mean_CPU,Std_CPU
64,0.020000,0.050000,0.850000,0.955050,0.002527,7.602507,0.293629
64,0.020000,0.050000,0.875000,0.955101,0.002538,7.639793,0.279964
64,0.020000,0.050000,0.900000,0.955219,0.002435,7.625635,0.245777
64,0.020000,0.050000,0.925000,0.955161,0.002487,7.676355,0.396474
64,0.020000,0.050000,0.950000,0.955180,0.002401,7.635767,0.262481
64,0.020000,0.050000,0.975000,0.955148,0.002420,7.920090,0.873995
64,0.020000,0.050000,1.000000,0.955088,0.002452,7.644948,0.287786
64,0.020000,0.100000,0.750000,0.945337,0.002416,95.976358,4.470732
64,0.020000,0.100000,0.775000,0.945139,0.002407,104.994123,4.727631
64,0.020000,0.100000,0.800000,0.944996,0.002431,116.209814,5.878566
64,0.020000,0.100000,0.825000,0.944890,0.002390,129.050839,7.494619
64,0.020000,0.100000,0.850000,0.944844,0.002372,146.557739,5.846147
64,0.020000,0.100000,0.875000,0.944890,0.002339,165.780496,6.420302
64,0.020000,0.100000,0.900000,0.945036,0.002272,166.647845,5.879411
64,0.020000,0.100000,0.925000,0.945324,0.002281,167.061237,7.049277
64,0.020000,0.100000,0.950000,0.945958,0.002262,166.317458,8.059174
64,0.020000,0.100000,0.975000,0.947819,0.002245,165.726887,6.354757
64,0.020000,0.100000,1.000000,0.952994,0.002480,26.224555,3.098169
64,0.050000,0.001000,0.750000,1.061985,0.002352,27.342403,1.923689
64,0.050000,0.001000,0.775000,1.063705,0.002580,29.558905,2.119354
64,0.050000,0.001000,0.800000,1.065668,0.002087,33.477889,2.045123
64,0.050000,0.001000,0.825000,1.067294,0.001551,34.784739,3.337815
64,0.050000,0.001000,0.850000,1.069375,0.001878,41.520993,2.982802
64,0.050000,0.001000,0.875000,1.071500,0.002062,48.108115,2.508400
64,0.050000,0.001000,0.900000,1.082811,0.008608,26.439118,24.331248
64,0.050000,0.001000,0.925000,1.088596,0.005207,13.797719,19.486766
64,0.050000,0.001000,0.950000,1.088783,0.002218,7.621974,0.267956
64,0.050000,0.001000,0.975000,1.090757,0.003000,7.589893,0.284228
64,0.050000,0.001000,1.000000,1.090566,0.003120,7.915507,0.734640
64,0.050000,0.002000,0.750000,1.058499,0.002009,28.175821,2.473010
64,0.050000,0.002000,0.775000,1.060851,0.002074,30.333022,1.709791
64,0.050000,0.002000,0.800000,1.062083,0.002176,32.285476,1.236833
64,0.050000,0.002000,0.825000,1.064397,0.001994,35.356160,3.247719
64,0.050000,0.002000,0.850000,1.067970,0.005250,38.573820,11.278638
64,0.050000,0.002000,0.875000,1.071555,0.005197,40.160989,17.602529
64,0.050000,0.002000,0.900000,1.081482,0.007788,23.770104,25.695561
64,0.050000,0.002000,0.925000,1.085043,0.005116,15.184047,21.956023
64,0.050000,0.002000,0.950000,1.085578,0.002698,7.994109,1.156081
64,0.050000,0.002000,0.975000,1.086022,0.002602,7.702665,0.437820
64,0.050000,0.002000,1.000000,1.085099,0.001893,7.841123,0.715505
64,0.050000,0.005000,0.750000,1.050684,0.002294,30.305625,1.645409
64,0.050000,0.005000,0.775000,1.051464,0.001933,32.626647,2.900505
64,0.050000,0.005000,0.800000,1.052922,0.002284,35.327733,3.470266
64,0.050000,0.005000,0.825000,1.054382,0.002187,40.376718,2.403443
64,0.050000,0.005000,0.850000,1.056579,0.002134,46.809143,4.205944
64,0.050000,0.005000,0.875000,1.068195,0.006630,21.261991,22.137136
64,0.050000,0.005000,0.900000,1.069534,0.007461,24.592970,27.411008
64,0.050000,0.005000,0.925000,1.073307,0.003009,7.623351,0.289514
64,0.050000,0.005000,0.950000,1.072823,0.003386,7.639971,0.290961
64,0.050000,0.005000,0.975000,1.074166,0.002600,7.603083,0.285228
64,0.050000,0.005000,1.000000,1.073499,0.002260,7.570618,0.305021
64,0.050000,0.010000,0.750000,1.036707,0.001903,36.446535,2.973391
64,0.050000,0.010000,0.775000,1.037411,0.001321,41.096909,2.862944
64,0.050000,0.010000,0.800000,1.038563,0.001744,43.542662,3.833311
64,0.050000,0.010000,0.825000,1.041223,0.003892,45.580746,12.945756
64,0.050000,0.010000,0.850000,1.043799,0.004999,47.375769,20.410961
64,0.050000,0.010000,0.875000,1.051403,0.007340,26.010138,29.676961
64,0.050000,0.010000,0.900000,1.055065,0.001674,7.636803,0.273918
64,0.050000,0.010000,0.925000,1.056357,0.002290,7.616213,0.260366
64,0.050000,0.010000,0.950000,1.055468,0.002637,7.631258,0.267916
64,0.050000,0.010000,0.975000,1.054955,0.002193,7.615961,0.261989
64,0.050000,0.010000,1.000000,1.055002,0.002144,7.625181,0.266606
64,0.050000,0.020000,0.750000,1.012830,0.001816,56.637981,8.707815
64,0.050000,0.020000,0.775000,1.013337,0.002054,62.365677,11.277511
64,0.050000,0.020000,0.800000,1.016705,0.004715,53.443160,25.680495
64,0.050000,0.020000,0.825000,1.023372,0.006756,29.931801,36.425360
64,0.050000,0.020000,0.850000,1.024797,0.005636,22.740350,31.886981
64,0.050000,0.020000,0.875000,1.027536,0.002063,7.616299,0.265157
64,0.050000,0.020000,0.900000,1.026998,0.001943,7.562197,0.258037
64,0.050000,0.020000,0.925000,1.027844,0.002152,7.572761,0.271372
64,0.050000,0.020000,0.950000,1.026995,0.002018,7.595800,0.257506
64,0.050000,0.020000,0.975000,1.026989,0.002464,7.603603,0.280529
64,0.050000,0.020000,1.000000,1.027453,0.001974,7.609747,0.269223
64,0.050000,0.050000,0.750000,0.968986,0.003899,76.391645,24.868533
64,0.050000,0.050000,0.775000,0.975298,0.005457,40.953789,43.251718
64,0.050000,0.050000,0.800000,0.980739,0.002407,7.640909,0.314588
64,0.050000,0.050000,0.825000,0.980640,0.002466,7.618020,0.288599
64,0.050000,0.050000,0.850000,0.980756,0.002377,7.778561,0.571669
64,0.050000,0.050000,0.875000,0.980796,0.002550,7.748823,0.475769
64,0.050000,0.050000,0.900000,0.980678,0.002528,7.613972,0.289105
64,0.050000,0.050000,0.925000,0.980696,0.002492,7.606413,0.255389
64,0.050000,0.050000,0.950000,0.980634,0.002204,7.589183,0.262332
64,0.050000,0.050000,0.975000,0.980766,0.002287,7.665367,0.307850
64,0.050000,0.050000,1.000000,0.980554,0.002324,7.623392,0.323547
64,0.050000,0.100000,0.750000,0.945223,0.002293,103.055456,5.049008
64,0.050000,0.100000,0.775000,0.945241,0.002283,113.238728,5.904252
64,0.050000,0.100000,0.800000,0.945260,0.002273,125.743999,5.409125
64,0.050000,0.100000,0.825000,0.945305,0.002264,141.156341,5.199220
64,0.050000,0.100000,0.850000,0.945326,0.002273,163.418118,9.305495
64,0.050000,0.100000,0.875000,0.945382,0.002275,167.125934,7.004136
64,0.050000,0.100000,0.900000,0.945533,0.002278,167.540249,8.438615
64,0.050000,0.100000,0.925000,0.945879,0.002263,166.440696,7.142366
64,0.050000,0.100000,0.950000,0.947125,0.002248,164.556256,7.248794
64,0.050000,0.100000,0.975000,0.951299,0.002401,163.705236,7.430129
64,0.050000,0.100000,1.000000,0.965451,0.002746,9.373447,1.755219
64,0.100000,0.001000,0.750000,2.890817,0.002543,4.300119,0.272520
64,0.100000,0.001000,0.775000,2.890817,0.002543,4.330562,0.272785
64,0.100000,0.001000,0.800000,2.890817,0.002543,4.252285,0.153991
64,0.100000,0.001000,0.825000,2.890817,0.002543,4.252121,0.173822
64,0.100000,0.001000,0.850000,2.890817,0.002543,4.232677,0.159287
64,0.100000,0.001000,0.875000,2.890817,0.002543,4.234557,0.166419
64,0.100000,0.001000,0.900000,2.890817,0.002543,4.232639,0.163979
64,0.100000,0.001000,0.925000,2.890817,0.002543,4.486058,0.514371
64,0.100000,0.001000,0.950000,2.890817,0.002543,4.387149,0.363718
64,0.100000,0.001000,0.975000,2.890817,0.002543,4.587139,0.902793
64,0.100000,0.001000,1.000000,2.890817,0.002543,4.228960,0.155115
64,0.100000,0.002000,0.750000,2.890817,0.002543,4.383324,0.318347
64,0.100000,0.002000,0.775000,2.890817,0.002543,4.301143,0.214564
64,0.100000,0.002000,0.800000,2.890817,0.002543,4.223806,0.132230
64,0.100000,0.002000,0.825000,2.890817,0.002543,4.242903,0.168835
64,0.100000,0.002000,0.850000,2.890817,0.002543,4.224368,0.152180
64,0.100000,0.002000,0.875000,2.890817,0.002543,4.236917,0.147019
64,0.100000,0.002000,0.900000,2.890817,0.002543,4.240632,0.165448
64,0.100000,0.002000,0.925000,2.890817,0.002543,4.234131,0.148747
64,0.100000,0.002000,0.950000,2.890817,0.002543,4.243759,0.159718
64,0.100000,0.002000,0.975000,2.890817,0.002543,4.259888,0.197612
64,0.100000,0.002000,1.000000,2.890817,0.002543,4.231550,0.164259
64,0.100000,0.005000,0.750000,2.890817,0.002543,4.310335,0.275062
64,0.100000,0.005000,0.775000,2.890817,0.002543,4.217380,0.157344
64,0.100000,0.005000,0.800000,2.890817,0.002543,4.229497,0.153715
64,0.100000,0.005000,0.825000,2.890817,0.002543,4.215387,0.166338
64,0.100000,0.005000,0.850000,2.890817,0.002543,4.218584,0.146207
64,0.100000,0.005000,0.875000,2.890817,0.002543,4.220004,0.159787
64,0.100000,0.005000,0.900000,2.890817,0.002543,4.216989,0.163794
64,0.100000,0.005000,0.925000,2.890817,0.002543,4.243497,0.172164
64,0.100000,0.005000,0.950000,2.890817,0.002543,4.212848,0.153612
64,0.100000,0.005000,0.975000,2.890817,0.002543,4.240705,0.152576
64,0.100000,0.005000,1.000000,2.890817,0.002543,4.209416,0.156630
64,0.100000,0.010000,0.750000,2.890817,0.002543,4.235135,0.164024
64,0.100000,0.010000,0.775000,2.890817,0.002543,4.219129,0.142556
64,0.100000,0.010000,0.800000,2.890817,0.002543,4.545012,0.814610
64,0.100000,0.010000,0.825000,2.890817,0.002543,4.404990,0.383839
64,0.100000,0.010000,0.850000,2.890817,0.002543,4.334301,0.217837
64,0.100000,0.010000,0.875000,2.890817,0.002543,4.518877,0.704039
64,0.100000,0.010000,0.900000,2.890817,0.002543,4.434284,0.383392
64,0.100000,0.010000,0.925000,2.890817,0.002543,4.287583,0.180804
64,0.100000,0.010000,0.950000,2.890817,0.002543,4.277762,0.137362
64,0.100000,0.010000,0.975000,2.890817,0.002543,4.260266,0.140698
64,0.100000,0.010000,1.000000,2.890817,0.002543,4.268817,0.146367
64,0.100000,0.020000,0.750000,2.890817,0.002543,4.273868,0.151510
64,0.100000,0.020000,0.775000,2.890817,0.002543,4.342135,0.312609
64,0.100000,0.020000,0.800000,2.890817,0.002543,4.550700,0.665719
64,0.100000,0.020000,0.825000,2.890817,0.002543,4.522251,0.384521
64,0.100000,0.020000,0.850000,2.890817,0.002543,4.235063,0.147818
64,0.100000,0.020000,0.875000,2.890817,0.002543,4.258050,0.152271
64,0.100000,0.020000,0.900000,2.890817,0.002543,4.307573,0.166894
64,0.100000,0.020000,0.925000,2.890817,0.002543,4.287500,0.150813
64,0.100000,0.020000,0.950000,2.890817,0.002543,4.304148,0.138312
64,0.100000,0.020000,0.975000,2.890817,0.002543,4.363688,0.260132
64,0.100000,0.020000,1.000000,2.890817,0.002543,4.591718,0.530620
64,0.100000,0.050000,0.750000,2.890817,0.002543,4.276547,0.155470
64,0.100000,0.050000,0.775000,2.890817,0.002543,4.253721,0.153216
64,0.100000,0.050000,0.800000,2.890817,0.002543,4.559044,0.588136
64,0.100000,0.050000,0.825000,2.890817,0.002543,4.259610,0.163814
64,0.100000,0.050000,0.850000,2.890817,0.002543,4.328662,0.229813
64,0.100000,0.050000,0.875000,2.890817,0.002543,4.265561,0.158934
64,0.100000,0.050000,0.900000,2.890817,0.002543,4.643755,0.540217
64,0.100000,0.050000,0.925000,2.890817,0.002543,4.268382,0.153552
64,0.100000,0.050000,0.950000,2.890817,0.002543,4.289290,0.152738
64,0.100000,0.050000,0.975000,2.890817,0.002543,4.264250,0.113801
64,0.100000,0.050000,1.000000,2.890817,0.002543,4.485019,0.481318
64,0.100000,0.100000,0.750000,0.945338,0.002289,118.518409,5.462747
64,0.100000,0.100000,0.775000,0.945347,0.002293,142.821796,9.545844
64,0.100000,0.100000,0.800000,0.945341,0.002277,160.561378,10.895888
64,0.100000,0.100000,0.825000,0.945390,0.002282,182.031344,10.151739
64,0.100000,0.100000,0.850000,0.945404,0.002286,186.506044,10.100095
64,0.100000,0.100000,0.875000,0.945471,0.002290,171.007459,6.925011
64,0.100000,0.100000,0.900000,0.945671,0.002293,175.792443,7.962161
64,0.100000,0.100000,0.925000,0.946332,0.002282,169.516623,7.159280
64,0.100000,0.100000,0.950000,1.143218,0.614419,151.994763,51.957976
64,0.100000,0.100000,0.975000,1.162687,0.607869,101.228025,81.379613
64,0.100000,0.100000,1.000000,0.999181,0.004854,8.750835,2.298815
